,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[0 0 0 0 0 0 1 0 0 0 0 0],4,4
1,1,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
2,2,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
3,3,[0 1 0 0 0 0 1 0 1 0 1 0],4,2
4,4,[1 1 0 0 0 0 1 0 0 0 1 0],2,2
5,5,[1 0 0 0 0 0 0 0 0 1 0 0],2,2
6,6,[1 0 0 0 0 0 1 0 0 1 0 0],2,2
7,7,[0 1 0 0 0 0 0 0 1 0 1 0],2,2
8,8,[1 1 1 1 1 1 0 0 0 0 0 1],1,2
9,9,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
10,10,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
11,11,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
12,12,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
13,13,[1 0 0 0 0 0 0 0 1 0 1 0],2,2
14,14,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
15,15,[1 0 0 0 0 0 1 0 0 0 1 1],2,2
16,16,[0 0 1 1 0 1 0 0 0 0 0 1],2,2
17,17,[0 0 1 0 0 0 0 0 0 0 0 1],2,2
18,18,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
19,19,[0 1 0 0 0 0 0 0 0 0 0 0],4,2
20,20,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
21,21,[0 0 0 0 0 0 1 0 0 1 0 0],4,2
22,22,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
23,23,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
24,24,[1 1 0 0 0 0 0 0 0 0 0 0],4,2
25,25,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
26,26,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
27,27,[1 0 1 1 0 1 0 0 0 0 0 1],2,2
28,28,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
29,29,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
30,30,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
31,31,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
32,32,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
33,33,[1 1 1 0 0 0 0 0 1 0 1 0],2,2
34,34,[0 0 0 0 0 0 1 0 0 0 0 0],2,4
35,35,[1 1 0 0 0 0 1 0 1 0 1 0],2,2
36,36,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
37,37,[1 1 0 0 0 0 1 0 0 0 1 0],2,2
38,38,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
39,39,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
40,40,[1 1 0 0 0 0 0 0 1 0 1 0],2,2
41,41,[0 1 0 0 0 0 1 0 0 1 0 0],4,2
42,42,[0 1 0 0 0 0 0 0 1 0 1 0],4,2
43,43,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
44,44,[0 0 0 0 0 0 1 0 0 0 1 0],4,2
45,45,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
46,46,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
47,47,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
48,48,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
49,49,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
50,50,[1 1 1 0 0 0 0 1 0 1 0 0],2,2
