,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
1,1,[0 1 0 0 0 0 0 0 0 1 0 0],2,2
2,2,[1 1 0 0 0 0 0 0 0 0 0 0],4,2
3,3,[0 0 0 0 0 0 1 0 0 1 0 0],2,4
4,4,[0 0 0 0 0 0 0 0 0 0 0 0],3,4
5,5,[1 0 1 1 0 1 0 0 0 0 0 1],2,2
6,6,[0 0 0 0 0 0 1 0 0 0 0 0],2,4
7,7,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
8,8,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
9,9,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
10,10,[1 1 0 0 0 0 0 0 1 1 1 0],2,2
11,11,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
12,12,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
13,13,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
14,14,[0 0 0 0 0 0 1 0 0 0 0 0],4,4
15,15,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
16,16,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
17,17,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
18,18,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
19,19,[0 0 0 0 0 0 0 0 0 0 0 0],2,4
20,20,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
21,21,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
22,22,[0 1 0 0 0 0 1 0 0 1 1 0],2,2
23,23,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
24,24,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
25,25,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
26,26,[0 1 0 0 0 0 0 0 0 0 0 0],4,2
27,27,[0 1 0 0 0 0 0 0 0 0 0 0],4,2
28,28,[0 1 0 0 0 0 1 0 0 0 1 0],2,2
29,29,[1 1 0 0 0 0 1 0 1 0 1 0],2,2
30,30,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
31,31,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
32,32,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
33,33,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
34,34,[1 1 0 0 0 0 1 0 1 1 1 0],2,2
35,35,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
36,36,[1 1 1 0 0 0 0 0 1 0 1 0],2,2
37,37,[1 1 1 0 0 0 0 1 0 1 0 0],2,2
38,38,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
39,39,[1 1 0 0 0 0 0 0 0 0 0 0],4,2
40,40,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
41,41,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
42,42,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
43,43,[0 1 1 0 0 1 1 0 0 0 0 0],2,2
44,44,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
45,45,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
46,46,[0 0 0 0 0 0 1 0 0 0 0 0],2,4
47,47,[1 0 1 0 0 0 1 0 0 0 0 1],2,2
48,48,[1 1 1 1 0 1 1 1 0 0 1 1],2,2
49,49,[1 0 0 0 0 0 0 0 1 0 1 1],2,2
50,50,[0 1 0 0 0 0 1 0 1 0 1 0],4,2
