,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[0 1 0 0 0 0 1 1 0 0 1 0],1,1
1,1,[0 0 0 0 0 0 1 0 0 0 0 0],1,3
2,2,[1 0 1 0 0 0 0 0 0 0 0 0],1,1
3,3,[1 0 0 0 0 0 0 0 0 0 1 0],1,1
4,4,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
5,5,[1 1 0 0 0 0 1 0 0 0 0 0],3,1
6,6,[1 1 0 0 0 0 0 0 1 0 1 0],1,1
7,7,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
8,8,[1 1 1 0 0 0 0 0 0 0 0 0],1,1
9,9,[0 0 1 0 0 0 0 0 0 0 0 0],1,1
10,10,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
11,11,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
12,12,[1 1 0 0 0 0 1 1 0 1 1 1],1,1
13,13,[1 1 0 0 0 0 0 0 0 1 0 0],1,1
14,14,[0 0 0 1 0 0 0 0 0 0 0 0],1,1
15,15,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
16,16,[1 0 0 0 0 0 0 0 0 1 0 0],1,1
17,17,[0 1 0 0 0 0 1 0 1 0 1 0],3,1
18,18,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
19,19,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
20,20,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
21,21,[0 1 0 0 0 0 1 0 0 0 1 0],1,1
22,22,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
23,23,[0 1 0 0 0 0 1 0 1 0 1 0],1,1
24,24,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
25,25,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
26,26,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
27,27,[1 1 0 0 0 0 0 0 1 0 0 0],1,1
28,28,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
29,29,[0 0 0 0 0 0 1 0 1 0 1 0],1,3
30,30,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
31,31,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
32,32,[0 1 0 0 0 0 0 0 0 0 0 0],3,1
33,33,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
34,34,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
35,35,[0 0 0 0 0 0 0 0 0 0 0 0],1,3
36,36,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
37,37,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
38,38,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
39,39,[0 0 0 1 0 0 0 0 0 0 1 0],1,1
40,40,[1 1 1 0 0 0 0 0 1 0 1 0],1,1
41,41,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
42,42,[1 1 1 1 1 1 0 0 0 0 0 1],0,1
43,43,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
44,44,[1 1 1 0 0 0 0 0 0 0 0 0],1,1
45,45,[0 0 0 0 0 0 1 0 0 1 0 0],1,3
46,46,[1 0 1 0 0 0 1 0 0 0 0 1],1,1
47,47,[1 0 0 0 0 0 0 0 1 0 0 0],3,1
48,48,[0 0 0 1 0 1 0 0 0 0 0 0],1,1
49,49,[1 0 1 0 0 0 1 0 0 0 1 1],1,1
50,50,[0 1 1 0 0 0 0 0 0 0 0 0],1,1
