,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[0 0 0 0 0 0 1 0 0 0 1 0],1,3
1,1,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
2,2,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
3,3,[0 0 0 0 0 0 1 0 0 0 0 0],1,3
4,4,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
5,5,[0 1 0 0 0 0 0 0 1 0 0 0],1,1
6,6,[0 0 0 0 0 0 1 0 0 0 1 0],3,3
7,7,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
8,8,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
9,9,[0 0 0 0 0 0 0 0 0 0 0 0],2,3
10,10,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
11,11,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
12,12,[0 1 0 0 0 0 0 0 1 0 1 0],3,1
13,13,[1 1 0 0 0 0 0 0 0 0 0 0],3,1
14,14,[1 1 1 0 0 0 0 0 0 0 0 0],1,1
15,15,[0 0 1 0 0 0 0 0 0 0 0 0],1,1
16,16,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
17,17,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
18,18,[1 1 0 0 0 0 0 0 1 1 1 0],1,1
19,19,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
20,20,[0 0 0 1 0 1 0 0 0 0 0 0],1,1
21,21,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
22,22,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
23,23,[1 1 1 1 0 1 1 1 0 0 1 1],1,1
24,24,[0 1 0 0 0 0 1 0 1 0 1 0],1,1
25,25,[0 0 1 0 0 0 0 0 0 0 0 0],1,1
26,26,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
27,27,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
28,28,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
29,29,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
30,30,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
31,31,[0 0 0 0 0 0 1 0 0 0 0 0],3,3
32,32,[1 0 0 0 0 0 1 0 0 0 1 1],1,1
33,33,[1 1 0 0 0 0 1 0 1 0 1 0],1,1
34,34,[0 0 1 0 1 1 1 0 0 1 0 1],1,1
35,35,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
36,36,[0 0 0 0 0 0 0 0 0 0 0 0],2,3
37,37,[0 1 0 0 0 0 0 0 1 0 1 0],1,1
38,38,[0 1 0 0 0 0 0 0 0 0 0 0],3,1
39,39,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
40,40,[0 1 0 0 0 0 1 0 1 0 1 0],3,1
41,41,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
42,42,[1 0 0 0 0 0 1 0 1 0 1 0],3,1
43,43,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
44,44,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
45,45,[0 0 1 0 0 0 0 0 0 0 0 1],1,1
46,46,[1 0 1 0 0 0 1 0 0 0 1 1],1,1
47,47,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
48,48,[0 0 0 1 0 0 0 0 0 0 0 0],1,1
49,49,[0 1 0 0 0 0 1 1 1 0 0 0],1,1
50,50,[1 0 0 0 0 0 1 0 0 0 0 0],1,1
