,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
1,1,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
2,2,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
3,3,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
4,4,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
5,5,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
6,6,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
7,7,[1 0 0 0 0 0 1 0 1 1 1 0],2,2
8,8,[0 1 1 0 0 0 0 0 0 0 0 0],2,2
9,9,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
10,10,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
11,11,[0 0 1 1 0 1 0 0 0 0 0 1],2,2
12,12,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
13,13,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
14,14,[1 1 1 0 1 0 1 1 0 1 1 0],2,2
15,15,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
16,16,[0 1 0 0 0 0 0 0 1 0 1 0],2,4
17,17,[0 1 0 0 0 0 0 0 1 0 1 0],4,4
18,18,[0 0 0 0 0 0 1 0 0 0 0 0],2,2
19,19,[0 0 0 0 0 0 0 0 0 0 0 0],3,4
20,20,[0 0 0 1 0 0 0 0 0 0 0 0],2,2
21,21,[1 1 1 0 0 0 0 1 0 1 0 0],2,2
22,22,[0 0 0 0 0 0 1 0 0 0 0 0],2,2
23,23,[1 1 0 0 0 0 0 0 0 0 0 0],4,2
24,24,[0 1 0 0 0 0 1 1 1 1 1 0],2,2
25,25,[1 1 0 0 0 0 0 0 1 1 1 0],2,2
26,26,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
27,27,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
28,28,[0 1 0 0 0 0 0 0 0 0 0 0],4,2
29,29,[1 1 0 0 0 0 1 1 0 1 1 1],2,2
30,30,[1 1 1 1 1 1 0 0 0 0 0 1],1,2
31,31,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
32,32,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
33,33,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
34,34,[0 1 0 0 0 0 1 0 1 0 1 0],4,2
35,35,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
36,36,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
37,37,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
38,38,[1 1 0 0 0 0 1 0 1 0 1 0],2,2
39,39,[0 0 0 0 0 0 1 0 1 0 1 0],2,4
40,40,[1 1 0 0 0 0 1 0 0 0 1 0],2,2
41,41,[0 0 0 0 0 0 1 0 0 0 0 0],4,2
42,42,[1 0 1 0 0 0 1 0 0 0 1 1],2,2
43,43,[0 0 0 0 0 0 1 0 0 0 0 0],2,2
44,44,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
45,45,[0 0 0 0 0 0 1 0 0 0 0 0],4,2
46,46,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
47,47,[0 1 0 0 0 0 1 0 1 0 1 0],2,2
48,48,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
49,49,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
50,50,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
