,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
1,1,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
2,2,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
3,3,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
4,4,[1 0 1 1 0 1 0 0 0 0 0 1],2,2
5,5,[0 1 0 0 0 0 0 0 0 0 0 0],4,2
6,6,[0 0 0 0 0 0 1 0 0 0 0 0],4,2
7,7,[1 0 0 0 0 0 1 0 1 1 1 0],2,2
8,8,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
9,9,[0 0 0 0 0 0 1 0 0 0 0 0],2,2
10,10,[0 0 0 0 0 0 0 0 0 0 0 0],3,4
11,11,[0 0 1 0 1 1 1 0 0 1 0 1],2,2
12,12,[0 1 0 0 0 0 1 0 1 0 1 0],2,4
13,13,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
14,14,[0 1 0 0 0 0 0 0 0 0 0 0],4,2
15,15,[0 1 0 0 0 0 0 0 0 1 0 0],2,2
16,16,[0 0 1 0 0 1 0 0 0 0 0 0],2,2
17,17,[1 0 1 0 0 0 1 0 0 0 0 1],2,2
18,18,[0 0 0 0 0 0 0 0 1 0 0 0],2,4
19,19,[0 0 0 1 0 0 0 0 0 0 0 0],2,4
20,20,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
21,21,[0 0 0 1 0 1 0 0 0 0 0 0],2,4
22,22,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
23,23,[0 1 1 0 0 0 0 0 0 0 0 0],2,2
24,24,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
25,25,[0 1 0 0 0 0 1 1 1 0 0 0],2,2
26,26,[1 1 0 0 0 0 0 0 0 0 0 0],4,2
27,27,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
28,28,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
29,29,[0 0 0 0 0 0 0 0 0 0 0 0],3,4
30,30,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
31,31,[0 0 0 0 0 0 1 0 0 1 0 0],4,2
32,32,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
33,33,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
34,34,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
35,35,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
36,36,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
37,37,[1 1 0 0 0 0 0 0 1 1 1 0],2,2
38,38,[1 1 0 0 0 0 1 1 0 1 1 1],2,2
39,39,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
40,40,[1 0 0 0 0 0 0 0 1 0 1 0],2,2
41,41,[0 1 0 0 0 0 0 0 1 0 1 0],2,4
42,42,[0 1 0 0 0 0 0 0 1 0 1 0],4,4
43,43,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
44,44,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
45,45,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
46,46,[0 0 0 0 0 0 1 0 0 0 0 0],4,2
47,47,[0 1 1 0 0 0 0 0 0 1 0 0],2,2
48,48,[0 0 1 0 0 0 1 0 0 0 1 0],2,2
49,49,[0 1 0 0 0 0 0 0 0 0 0 0],4,2
50,50,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
