,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
1,1,[1 0 1 0 0 0 0 0 0 0 0 0],2,2
2,2,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
3,3,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
4,4,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
5,5,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
6,6,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
7,7,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
8,8,[0 1 0 0 0 0 0 0 0 0 0 0],4,2
9,9,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
10,10,[1 1 0 0 0 0 1 0 0 0 1 0],2,2
11,11,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
12,12,[0 0 1 0 1 1 1 0 0 1 0 1],2,2
13,13,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
14,14,[0 1 0 0 0 0 1 0 0 1 0 0],4,2
15,15,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
16,16,[1 1 1 0 0 0 0 0 0 0 1 0],2,2
17,17,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
18,18,[0 0 0 0 0 0 0 0 0 0 0 0],3,4
19,19,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
20,20,[0 1 0 0 0 0 1 1 0 0 1 0],2,2
21,21,[1 1 0 0 0 0 0 0 1 1 1 0],2,2
22,22,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
23,23,[1 0 0 0 0 0 1 0 1 0 1 0],2,4
24,24,[1 1 0 0 0 0 1 1 0 1 1 1],2,2
25,25,[1 1 0 0 0 0 0 0 0 0 0 0],4,2
26,26,[1 1 0 0 0 0 1 0 1 1 1 0],2,2
27,27,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
28,28,[0 0 1 1 0 1 0 0 0 0 0 1],2,2
29,29,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
30,30,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
31,31,[1 1 0 0 0 0 0 0 0 1 0 0],2,2
32,32,[1 0 0 0 0 0 1 0 0 0 1 0],2,2
33,33,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
34,34,[1 0 0 0 0 0 1 0 1 1 1 0],2,2
35,35,[1 1 0 0 0 0 0 0 1 1 1 0],2,2
36,36,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
37,37,[1 1 1 1 0 1 1 1 0 0 1 1],2,1
38,38,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
39,39,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
40,40,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
41,41,[1 1 0 0 0 0 0 0 1 0 1 0],2,2
42,42,[0 0 0 0 0 0 1 0 0 0 0 0],2,2
43,43,[1 0 0 0 0 0 0 0 1 0 0 0],4,2
44,44,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
45,45,[1 0 0 0 0 0 1 0 1 0 1 1],2,2
46,46,[0 1 1 0 0 0 0 0 1 0 0 0],2,2
47,47,[1 1 0 0 0 0 0 0 0 0 1 0],2,2
48,48,[1 0 0 0 0 0 0 0 0 1 0 0],2,2
49,49,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
50,50,[1 1 0 0 0 0 0 0 1 1 1 0],2,2
