,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 0 0 0 0 0 1 0 0 0 0 0],1,1
1,1,[0 0 0 0 0 0 1 0 0 1 0 0],3,1
2,2,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
3,3,[1 1 0 0 0 0 0 0 1 0 0 0],1,1
4,4,[1 0 0 0 0 0 1 0 1 1 1 0],1,1
5,5,[0 1 0 0 0 0 1 1 1 1 1 0],1,1
6,6,[0 0 0 0 0 0 0 0 0 0 0 0],2,3
7,7,[0 1 0 0 0 0 1 0 0 0 1 0],1,1
8,8,[0 0 0 0 0 0 0 0 0 0 0 0],1,3
9,9,[0 0 0 0 0 0 1 0 0 0 0 0],3,1
10,10,[1 1 1 1 1 1 0 0 0 0 0 1],0,1
11,11,[1 0 0 0 0 0 0 0 0 0 1 0],1,1
12,12,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
13,13,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
14,14,[0 0 1 0 1 1 1 0 0 1 0 1],1,1
15,15,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
16,16,[0 0 1 0 0 0 0 0 0 0 0 0],1,1
17,17,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
18,18,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
19,19,[0 1 1 0 0 0 0 0 0 0 0 0],1,1
20,20,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
21,21,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
22,22,[0 1 0 0 0 0 0 0 0 0 0 0],3,1
23,23,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
24,24,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
25,25,[0 0 1 0 0 1 0 0 0 0 0 0],1,1
26,26,[0 0 0 0 0 0 0 0 0 1 0 0],3,3
27,27,[0 0 1 0 0 0 1 0 0 0 0 1],1,1
28,28,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
29,29,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
30,30,[1 1 0 0 0 0 0 0 0 1 0 0],1,1
31,31,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
32,32,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
33,33,[1 1 1 0 0 0 0 0 0 0 1 0],1,1
34,34,[1 1 0 0 0 0 1 0 1 0 1 0],1,1
35,35,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
36,36,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
37,37,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
38,38,[1 0 0 0 0 0 1 0 0 0 0 0],1,1
39,39,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
40,40,[1 1 1 0 0 0 0 0 0 0 0 0],1,1
41,41,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
42,42,[1 0 1 1 0 1 0 0 0 0 0 1],1,1
43,43,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
44,44,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
45,45,[0 0 0 0 0 0 1 0 0 1 0 0],1,1
46,46,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
47,47,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
48,48,[0 0 0 0 0 0 1 0 0 0 0 0],1,1
49,49,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
50,50,[1 0 0 0 0 0 0 0 1 0 0 0],3,1
