,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 0 0 0 0 0 1 0 1 1 1 0],2,2
1,1,[1 0 1 1 0 1 0 0 0 0 0 1],2,2
2,2,[0 0 0 0 0 0 0 0 0 0 0 0],2,4
3,3,[1 1 0 0 0 0 0 0 1 0 0 0],2,2
4,4,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
5,5,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
6,6,[0 0 0 0 0 0 0 0 0 0 0 0],2,4
7,7,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
8,8,[0 0 0 0 0 0 1 0 0 0 1 0],2,4
9,9,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
10,10,[0 1 0 0 0 0 1 0 1 0 1 0],4,2
11,11,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
12,12,[1 0 0 0 0 0 0 0 0 0 1 0],2,2
13,13,[0 1 0 0 0 0 0 0 0 0 0 0],4,2
14,14,[0 0 1 1 0 1 0 0 0 0 0 1],2,2
15,15,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
16,16,[1 0 0 0 0 0 0 0 1 0 0 0],4,2
17,17,[1 1 1 1 1 1 0 0 0 0 0 1],1,2
18,18,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
19,19,[0 0 0 0 0 0 0 0 1 0 0 0],2,4
20,20,[1 1 0 0 0 0 1 0 0 0 1 0],2,2
21,21,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
22,22,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
23,23,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
24,24,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
25,25,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
26,26,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
27,27,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
28,28,[0 1 0 0 0 0 0 0 0 0 0 0],4,2
29,29,[0 0 0 0 0 0 1 0 0 0 0 0],4,2
30,30,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
31,31,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
32,32,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
33,33,[1 1 1 0 0 0 0 0 1 0 1 0],2,2
34,34,[1 1 0 0 0 0 1 0 1 0 1 0],2,2
35,35,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
36,36,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
37,37,[1 1 0 0 0 0 0 0 1 1 1 0],2,2
38,38,[0 0 0 0 0 0 1 0 0 0 0 0],4,2
39,39,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
40,40,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
41,41,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
42,42,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
43,43,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
44,44,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
45,45,[0 0 1 0 1 1 1 0 0 1 0 1],2,2
46,46,[1 0 0 0 0 0 1 0 0 1 0 0],2,2
47,47,[0 0 0 0 0 0 1 0 0 0 0 0],2,2
48,48,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
49,49,[0 0 0 1 0 1 0 0 0 0 0 0],2,2
50,50,[1 0 0 0 0 0 1 0 0 0 1 1],2,2
