,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
1,1,[0 1 0 0 0 0 1 0 1 0 1 0],2,4
2,2,[1 0 0 0 0 0 1 0 0 0 1 1],2,2
3,3,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
4,4,[0 1 0 0 0 0 0 0 1 0 1 0],4,2
5,5,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
6,6,[0 0 0 0 0 0 1 0 0 0 1 0],2,4
7,7,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
8,8,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
9,9,[1 0 0 0 0 0 1 0 0 0 1 0],2,2
10,10,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
11,11,[1 0 0 0 0 0 1 0 0 1 0 0],2,2
12,12,[1 1 1 1 0 1 1 1 0 0 1 1],2,2
13,13,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
14,14,[0 1 1 0 0 0 0 0 0 0 0 0],2,2
15,15,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
16,16,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
17,17,[0 0 0 0 0 0 1 0 0 0 0 0],4,2
18,18,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
19,19,[1 0 0 0 0 0 0 0 1 0 1 0],2,2
20,20,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
21,21,[1 0 0 0 0 0 1 0 1 0 1 0],2,4
22,22,[1 0 0 0 0 0 0 0 0 0 1 0],2,2
23,23,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
24,24,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
25,25,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
26,26,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
27,27,[1 0 1 1 0 1 0 0 0 0 0 1],2,2
28,28,[1 1 0 0 0 0 0 0 1 0 1 0],2,2
29,29,[0 1 0 0 0 0 0 0 0 0 0 0],4,2
30,30,[0 1 0 0 0 0 0 0 0 0 0 0],4,2
31,31,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
32,32,[1 1 0 0 0 0 1 1 0 1 1 1],2,2
33,33,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
34,34,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
35,35,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
36,36,[0 0 0 0 0 0 0 0 1 0 0 0],2,2
37,37,[1 0 0 0 0 0 0 0 1 0 0 0],4,2
38,38,[0 0 0 0 0 0 1 0 0 1 0 0],2,4
39,39,[1 1 1 1 1 1 0 0 0 0 0 1],1,2
40,40,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
41,41,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
42,42,[1 1 0 0 0 0 1 0 1 0 1 0],2,2
43,43,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
44,44,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
45,45,[0 1 0 0 0 0 1 1 1 0 0 0],2,2
46,46,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
47,47,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
48,48,[1 0 1 0 0 0 1 0 0 0 0 1],2,2
49,49,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
50,50,[1 1 0 0 0 0 1 0 1 0 1 0],2,2
