,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
1,1,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
2,2,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
3,3,[1 0 0 0 0 0 1 0 0 0 1 0],2,2
4,4,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
5,5,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
6,6,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
7,7,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
8,8,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
9,9,[0 0 0 0 0 0 0 0 0 0 0 0],3,4
10,10,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
11,11,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
12,12,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
13,13,[0 1 1 0 0 1 1 0 0 0 0 0],2,2
14,14,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
15,15,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
16,16,[1 0 0 0 0 0 0 0 1 0 1 0],2,2
17,17,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
18,18,[0 0 0 1 0 0 0 0 0 0 1 0],2,2
19,19,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
20,20,[0 0 0 0 0 0 1 0 0 0 1 0],2,4
21,21,[1 0 0 0 0 0 0 1 0 0 0 0],2,2
22,22,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
23,23,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
24,24,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
25,25,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
26,26,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
27,27,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
28,28,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
29,29,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
30,30,[1 0 1 0 0 0 1 0 0 0 1 1],2,2
31,31,[0 0 1 0 1 1 1 0 0 1 0 1],2,1
32,32,[1 1 0 0 0 0 0 0 1 1 1 0],2,2
33,33,[1 0 1 1 0 1 0 0 0 0 0 1],2,2
34,34,[0 0 0 0 0 0 0 0 0 0 0 0],3,4
35,35,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
36,36,[1 0 0 0 0 0 1 0 1 0 1 0],2,2
37,37,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
38,38,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
39,39,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
40,40,[1 0 0 0 0 0 0 0 1 0 1 1],2,2
41,41,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
42,42,[0 0 1 0 0 0 1 0 0 0 0 1],2,2
43,43,[0 1 0 0 0 0 0 0 1 0 1 0],4,2
44,44,[0 0 0 0 0 0 1 0 0 0 0 0],2,4
45,45,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
46,46,[1 0 0 0 0 0 1 0 1 0 1 0],4,2
47,47,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
48,48,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
49,49,[0 1 0 0 0 0 1 1 1 1 1 0],2,2
50,50,[1 1 0 0 0 0 0 0 1 1 1 0],2,2
