,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
1,1,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
2,2,[1 1 0 0 0 0 0 0 0 0 0 0],3,1
3,3,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
4,4,[1 0 0 0 0 0 0 0 1 0 0 0],3,1
5,5,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
6,6,[0 0 0 0 0 0 1 0 0 0 0 0],1,3
7,7,[1 1 1 0 0 0 0 0 1 0 1 0],1,1
8,8,[0 0 0 0 0 0 0 0 0 0 0 0],1,3
9,9,[1 0 0 0 0 0 0 0 1 0 1 0],1,1
10,10,[0 0 0 1 0 0 0 0 0 0 1 0],1,1
11,11,[1 0 0 0 0 0 0 0 0 0 1 0],1,3
12,12,[0 1 1 1 0 1 0 1 0 0 0 1],1,1
13,13,[1 0 0 0 0 0 1 0 1 1 1 0],1,1
14,14,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
15,15,[0 1 0 0 0 0 1 0 0 1 0 0],3,1
16,16,[0 0 0 0 0 0 1 0 1 0 1 0],3,3
17,17,[0 0 0 0 0 0 0 0 0 0 0 0],2,3
18,18,[0 0 1 0 0 0 0 0 0 0 0 0],1,1
19,19,[0 0 1 0 0 0 1 0 0 0 0 1],1,1
20,20,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
21,21,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
22,22,[1 0 1 0 0 0 0 0 0 0 0 0],1,1
23,23,[0 1 0 0 0 0 1 1 0 0 1 0],1,1
24,24,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
25,25,[0 0 1 0 0 1 0 0 0 0 0 0],1,3
26,26,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
27,27,[0 1 1 0 0 1 1 0 0 0 0 0],1,1
28,28,[0 1 0 0 0 0 1 0 0 0 1 0],1,1
29,29,[0 1 1 0 0 0 0 0 0 0 0 0],1,1
30,30,[0 0 0 0 0 0 1 0 0 0 0 0],3,3
31,31,[0 0 0 0 0 0 1 0 0 0 1 0],1,3
32,32,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
33,33,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
34,34,[1 1 0 0 0 0 1 0 1 0 1 0],1,1
35,35,[0 0 1 1 0 1 0 0 0 0 0 1],1,1
36,36,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
37,37,[0 1 0 0 0 0 1 1 1 0 0 0],1,1
38,38,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
39,39,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
40,40,[1 1 0 0 0 0 1 0 0 0 1 0],1,1
41,41,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
42,42,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
43,43,[1 0 0 0 0 0 1 0 0 0 1 0],1,1
44,44,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
45,45,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
46,46,[0 0 1 0 1 1 1 0 0 1 0 1],1,0
47,47,[0 0 0 1 0 1 0 0 0 0 0 0],1,3
48,48,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
49,49,[1 1 0 0 0 0 1 0 0 0 1 0],1,1
50,50,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
