,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[0 0 0 0 0 0 0 0 0 0 0 0],2,4
1,1,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
2,2,[1 0 0 0 0 0 0 1 0 0 0 0],2,2
3,3,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
4,4,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
5,5,[0 1 1 0 0 0 0 0 0 0 0 0],2,2
6,6,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
7,7,[0 0 0 0 0 0 1 0 0 0 0 0],2,4
8,8,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
9,9,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
10,10,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
11,11,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
12,12,[0 1 1 1 0 1 0 1 0 0 0 1],2,3
13,13,[1 1 0 0 0 0 0 0 0 1 0 0],2,2
14,14,[0 1 0 0 0 0 1 0 0 0 1 0],2,2
15,15,[1 1 0 0 0 0 1 0 1 0 1 0],2,2
16,16,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
17,17,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
18,18,[1 1 0 0 0 0 0 0 1 0 0 0],2,2
19,19,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
20,20,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
21,21,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
22,22,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
23,23,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
24,24,[0 0 0 0 0 0 1 0 0 0 1 0],4,2
25,25,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
26,26,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
27,27,[0 0 0 0 0 0 1 0 0 0 0 0],2,4
28,28,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
29,29,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
30,30,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
31,31,[0 0 0 0 0 0 1 0 1 0 1 0],2,2
32,32,[1 1 0 0 0 0 1 1 0 1 1 1],2,2
33,33,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
34,34,[1 1 1 1 1 1 0 0 0 0 0 1],1,3
35,35,[0 0 0 0 0 0 0 0 0 0 0 0],3,4
36,36,[1 1 1 0 1 0 1 1 0 1 1 0],2,2
37,37,[0 1 0 0 0 0 0 0 0 0 0 0],4,4
38,38,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
39,39,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
40,40,[1 1 0 0 0 0 1 0 1 1 1 0],2,2
41,41,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
42,42,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
43,43,[0 0 1 0 0 1 0 0 0 0 0 0],2,2
44,44,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
45,45,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
46,46,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
47,47,[1 1 0 0 0 0 0 0 1 1 1 0],2,2
48,48,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
49,49,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
50,50,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
