,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 1 0 0 0 0 0 0 1 0 1 0],2,2
1,1,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
2,2,[1 1 0 0 0 0 1 0 1 0 1 0],2,2
3,3,[1 0 0 0 0 0 0 0 0 0 1 0],2,2
4,4,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
5,5,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
6,6,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
7,7,[0 0 0 0 0 0 1 0 0 0 1 0],2,2
8,8,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
9,9,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
10,10,[0 0 1 0 0 0 1 0 0 0 1 0],2,2
11,11,[0 1 1 0 0 1 1 0 0 0 0 0],2,2
12,12,[1 0 0 0 0 0 0 1 0 0 0 0],2,2
13,13,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
14,14,[0 1 1 1 0 1 0 1 0 0 0 1],2,1
15,15,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
16,16,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
17,17,[1 1 0 0 0 0 1 0 0 0 0 0],4,2
18,18,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
19,19,[1 0 0 0 0 0 1 0 1 0 1 0],4,2
20,20,[0 1 0 0 0 0 0 0 0 0 0 0],4,2
21,21,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
22,22,[0 0 0 1 0 0 0 0 0 0 1 0],2,2
23,23,[1 1 1 0 0 0 0 1 0 1 0 0],2,2
24,24,[0 1 1 0 0 0 0 0 1 0 0 0],2,2
25,25,[0 0 0 0 0 0 1 0 0 0 0 0],4,4
26,26,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
27,27,[0 0 0 1 0 0 0 0 0 0 0 0],2,4
28,28,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
29,29,[1 0 0 0 0 0 1 0 0 0 1 1],2,2
30,30,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
31,31,[1 0 1 0 0 0 1 0 0 0 1 1],2,2
32,32,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
33,33,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
34,34,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
35,35,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
36,36,[0 0 0 0 0 0 1 0 0 0 0 0],4,4
37,37,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
38,38,[0 1 0 0 0 0 1 0 0 1 1 0],2,2
39,39,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
40,40,[1 0 0 0 0 0 0 0 0 1 0 0],2,2
41,41,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
42,42,[1 1 0 0 0 0 1 0 1 1 1 0],2,2
43,43,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
44,44,[0 0 0 0 0 0 0 0 0 1 0 0],4,4
45,45,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
46,46,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
47,47,[0 1 0 0 0 0 0 0 1 0 1 0],4,2
48,48,[0 0 0 0 0 0 1 0 0 0 0 0],4,4
49,49,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
50,50,[0 1 0 0 0 0 1 1 1 0 0 0],2,2
