,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 0 0 0 0 0 1 0 0 0 1 1],2,2
1,1,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
2,2,[0 0 0 0 0 0 1 0 0 0 0 0],4,2
3,3,[1 1 1 0 1 0 1 1 0 1 1 0],2,1
4,4,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
5,5,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
6,6,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
7,7,[1 0 0 0 0 0 1 0 1 0 1 0],4,2
8,8,[0 1 0 0 0 0 0 0 0 0 0 0],4,4
9,9,[0 0 1 0 1 1 1 0 0 1 0 1],2,1
10,10,[0 0 0 0 0 0 0 0 0 0 0 0],3,4
11,11,[1 0 0 0 0 0 0 0 0 1 0 0],2,2
12,12,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
13,13,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
14,14,[0 1 0 0 0 0 0 0 1 0 1 0],2,4
15,15,[1 0 0 0 0 0 0 0 1 0 1 1],2,2
16,16,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
17,17,[1 1 0 0 0 0 0 0 0 0 1 0],2,2
18,18,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
19,19,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
20,20,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
21,21,[1 1 0 0 0 0 0 0 1 0 1 0],2,2
22,22,[1 1 0 0 0 0 1 0 1 0 1 0],2,2
23,23,[0 0 0 0 0 0 1 0 0 0 1 0],2,4
24,24,[0 0 0 1 0 0 0 0 0 0 0 0],2,2
25,25,[1 0 0 0 0 0 1 0 1 0 1 1],2,2
26,26,[0 0 0 0 0 0 0 0 0 0 0 0],3,4
27,27,[1 1 0 0 0 0 1 0 1 0 1 0],2,2
28,28,[1 1 0 0 0 0 1 0 0 0 1 0],2,2
29,29,[0 1 0 0 0 0 0 0 0 0 0 0],4,4
30,30,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
31,31,[0 0 0 0 0 0 0 0 1 0 0 0],2,4
32,32,[1 0 0 0 0 0 0 0 1 0 0 0],4,2
33,33,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
34,34,[1 1 0 0 0 0 0 0 1 0 0 0],2,2
35,35,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
36,36,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
37,37,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
38,38,[1 1 0 0 0 0 1 0 0 0 0 0],4,2
39,39,[1 1 1 0 0 0 0 0 1 0 1 0],2,2
40,40,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
41,41,[0 0 0 0 0 0 1 0 0 0 0 0],4,2
42,42,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
43,43,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
44,44,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
45,45,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
46,46,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
47,47,[1 1 0 0 0 0 1 0 0 0 1 0],2,2
48,48,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
49,49,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
50,50,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
