,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 0 1 0 0 0 1 0 0 0 1 1],,2
1,1,[1 0 0 0 0 0 0 0 0 0 0 0],,2
2,2,[0 0 0 0 0 0 1 0 1 0 1 0],,4
3,3,[1 1 0 0 0 0 1 0 1 0 1 0],,2
4,4,[1 0 0 0 0 0 0 0 0 0 0 0],,2
5,5,[0 0 0 0 0 0 0 0 0 0 0 0],,4
6,6,[1 1 0 0 0 0 0 0 0 0 0 0],,2
7,7,[0 1 0 0 0 0 0 0 0 0 0 0],4.0,4
8,8,[1 1 0 0 0 0 0 0 0 0 0 0],,2
9,9,[0 0 1 0 0 0 0 0 0 0 0 0],,2
10,10,[0 1 1 0 0 0 0 0 0 1 0 0],,2
11,11,[0 0 0 0 0 0 1 0 1 0 1 0],,4
12,12,[1 0 0 0 0 0 0 0 1 0 1 0],,2
13,13,[1 1 0 0 0 0 0 0 0 0 0 0],,2
14,14,[0 0 0 0 0 0 0 0 0 0 0 0],,4
15,15,[0 0 0 0 0 0 0 0 1 0 0 0],,4
16,16,[0 1 0 0 0 0 1 1 0 0 1 0],4.0,2
17,17,[1 0 0 0 0 0 0 0 0 0 0 0],,2
18,18,[0 0 0 0 0 0 0 0 0 0 0 0],2.0,4
19,19,[1 0 0 0 0 0 0 0 0 0 0 0],,2
20,20,[1 1 0 0 0 0 1 0 1 0 1 0],,2
