,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 1 1 0 1 0 1 1 0 1 1 0],2,2
1,1,[0 1 0 0 0 0 0 0 0 0 0 0],4,2
2,2,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
3,3,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
4,4,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
5,5,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
6,6,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
7,7,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
8,8,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
9,9,[0 0 0 0 0 0 1 0 0 0 0 0],2,4
10,10,[0 1 0 0 0 0 0 0 1 0 1 0],4,2
11,11,[0 0 0 0 0 0 1 0 0 0 0 0],4,4
12,12,[1 0 0 0 0 0 1 0 1 0 1 0],4,2
13,13,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
14,14,[0 1 0 0 0 0 1 0 0 0 1 0],2,2
15,15,[0 1 1 1 0 1 0 1 0 0 0 1],2,2
16,16,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
17,17,[1 0 0 0 0 0 1 0 0 0 1 0],2,2
18,18,[0 0 0 0 0 0 0 0 1 0 0 0],2,4
19,19,[0 1 0 0 0 0 1 0 1 0 1 0],4,2
20,20,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
