,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[0 1 0 0 0 0 0 0 0 0 0 0],3,3
1,1,[0 1 0 0 0 0 1 0 1 0 1 0],1,1
2,2,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
3,3,[1 1 0 0 0 0 0 0 1 0 1 0],1,1
4,4,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
5,5,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
6,6,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
7,7,[1 0 1 0 0 0 0 0 0 0 0 0],1,1
8,8,[0 0 1 0 0 0 0 0 0 0 0 0],1,1
9,9,[0 0 0 0 0 0 0 0 0 0 0 0],1,3
10,10,[1 0 0 0 0 0 1 0 0 0 0 0],1,1
11,11,[1 0 0 0 0 0 0 0 0 0 1 0],1,1
12,12,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
13,13,[1 1 1 0 0 0 0 0 0 0 0 0],1,1
14,14,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
15,15,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
16,16,[1 0 0 0 0 0 1 0 0 1 0 0],1,1
17,17,[0 1 0 0 0 0 1 1 0 0 1 0],1,1
18,18,[0 1 0 0 0 0 0 0 0 0 0 0],3,3
19,19,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
20,20,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
21,21,[0 1 0 0 0 0 0 0 0 0 0 0],1,3
22,22,[0 0 0 0 0 0 1 0 0 0 0 0],3,3
23,23,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
24,24,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
25,25,[0 0 1 0 0 1 0 0 0 0 0 0],1,1
26,26,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
27,27,[0 0 0 0 0 0 1 0 0 0 0 0],1,3
28,28,[0 0 1 0 0 0 0 0 0 0 0 0],1,1
29,29,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
30,30,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
31,31,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
32,32,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
33,33,[1 1 1 0 0 0 0 1 0 1 0 0],1,1
34,34,[0 0 1 1 0 1 0 0 0 0 0 1],1,1
35,35,[0 1 1 0 0 1 1 0 0 0 0 0],1,1
36,36,[1 0 0 0 0 0 0 0 0 1 0 0],1,1
37,37,[1 1 0 0 0 0 0 0 0 0 0 0],3,1
38,38,[0 0 0 0 0 0 1 0 0 0 0 0],1,3
39,39,[0 0 1 0 0 0 0 0 0 0 0 0],1,1
40,40,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
41,41,[1 1 0 0 0 0 0 0 0 1 0 0],1,1
42,42,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
43,43,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
44,44,[0 0 0 0 0 0 0 0 0 0 0 0],2,3
45,45,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
46,46,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
47,47,[1 1 0 0 0 0 1 0 0 0 1 0],1,1
48,48,[0 0 0 0 0 0 0 0 0 0 0 0],1,3
49,49,[0 0 0 0 0 0 1 0 0 1 0 0],3,1
50,50,[0 0 0 0 0 0 0 0 1 0 0 0],1,3
