,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
1,1,[0 0 1 0 0 0 0 0 0 0 0 0],1,1
2,2,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
3,3,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
4,4,[1 0 0 0 0 0 1 0 0 0 0 0],1,1
5,5,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
6,6,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
7,7,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
8,8,[0 0 0 0 0 0 0 0 0 0 0 0],2,3
9,9,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
10,10,[0 1 0 0 0 0 1 1 0 0 1 0],1,1
11,11,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
12,12,[0 1 0 0 0 0 1 0 0 0 1 0],1,1
13,13,[1 0 0 0 0 0 0 0 0 0 1 0],1,1
14,14,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
15,15,[1 1 0 0 0 0 0 0 0 1 0 0],1,1
16,16,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
17,17,[0 1 0 0 0 0 0 0 0 1 0 0],1,1
18,18,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
19,19,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
20,20,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
21,21,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
22,22,[0 1 0 0 0 0 0 0 0 0 0 0],3,1
23,23,[1 1 0 0 0 0 0 0 1 1 1 0],1,1
24,24,[1 1 0 0 0 0 1 1 0 1 1 1],1,1
25,25,[1 1 0 0 0 0 1 0 0 0 0 0],3,1
26,26,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
27,27,[0 1 0 0 0 0 0 0 1 0 1 0],3,1
28,28,[1 0 0 0 0 0 0 0 1 0 1 0],1,1
29,29,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
30,30,[0 0 0 0 0 0 1 0 0 0 0 0],1,3
31,31,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
32,32,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
33,33,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
34,34,[1 1 0 0 0 0 1 0 1 0 1 0],1,1
35,35,[0 1 0 0 0 0 0 0 0 1 0 0],1,1
36,36,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
37,37,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
38,38,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
39,39,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
40,40,[0 0 0 0 0 0 1 0 0 0 0 0],1,3
41,41,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
42,42,[0 1 1 0 0 1 1 0 0 0 0 0],1,1
43,43,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
44,44,[0 0 1 0 1 1 1 0 0 1 0 1],1,0
45,45,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
46,46,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
47,47,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
48,48,[0 0 1 0 0 0 1 0 0 0 1 0],1,1
49,49,[0 1 0 0 0 0 1 0 1 0 1 0],3,1
50,50,[0 1 0 0 0 0 1 0 1 0 1 0],3,1
