,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[0 0 0 0 0 0 1 0 0 0 0 0],3,1
1,1,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
2,2,[0 0 0 1 0 1 0 0 0 0 0 0],1,3
3,3,[1 0 0 0 0 0 1 0 0 0 0 0],1,1
4,4,[1 1 1 0 0 0 0 0 0 0 0 0],1,1
5,5,[1 1 0 0 0 0 0 0 0 0 0 0],3,1
6,6,[0 1 0 0 0 0 1 1 0 0 1 0],1,1
7,7,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
8,8,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
9,9,[1 0 0 0 0 0 0 0 0 1 0 0],1,1
10,10,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
11,11,[1 1 1 0 0 0 0 0 0 0 0 0],1,1
12,12,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
13,13,[1 1 1 1 0 1 1 1 0 0 1 1],1,1
14,14,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
15,15,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
16,16,[0 1 1 0 0 1 1 0 0 0 0 0],1,1
17,17,[1 0 0 0 0 0 1 0 0 0 1 1],1,1
18,18,[0 0 1 0 0 0 0 0 0 0 0 0],1,1
19,19,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
20,20,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
21,21,[0 1 0 0 0 0 1 1 1 0 0 0],1,1
22,22,[0 0 1 0 0 0 0 0 0 0 0 0],1,1
23,23,[0 0 0 0 0 0 1 0 0 1 0 0],1,3
24,24,[1 0 0 0 0 0 0 0 0 0 1 0],1,1
25,25,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
26,26,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
27,27,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
28,28,[0 1 1 0 0 0 0 0 0 1 0 0],1,1
29,29,[0 0 0 0 0 0 0 0 1 0 0 0],1,1
30,30,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
31,31,[0 0 0 0 0 0 1 0 0 0 0 0],1,1
32,32,[0 0 0 0 0 0 1 0 0 1 0 0],3,3
33,33,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
34,34,[0 0 0 0 0 0 0 0 0 0 0 0],1,3
35,35,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
36,36,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
37,37,[1 1 0 0 0 0 1 0 0 0 0 0],3,1
38,38,[1 0 1 0 0 0 1 0 0 0 1 1],1,1
39,39,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
40,40,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
41,41,[0 1 0 0 0 0 1 0 0 0 1 0],1,1
42,42,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
43,43,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
44,44,[1 0 0 0 0 0 0 0 1 0 1 0],1,1
45,45,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
46,46,[1 1 0 0 0 0 1 0 1 0 1 0],1,1
47,47,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
48,48,[1 1 0 0 0 0 0 0 1 0 1 0],1,1
49,49,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
50,50,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
