,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
1,1,[0 1 0 0 0 0 0 0 1 0 0 0],2,4
2,2,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
3,3,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
4,4,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
5,5,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
6,6,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
7,7,[0 1 0 0 0 0 0 0 0 1 0 0],2,2
8,8,[0 0 0 1 0 1 0 0 0 0 0 0],2,1
9,9,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
10,10,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
11,11,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
12,12,[0 0 0 1 0 0 0 0 0 0 1 0],2,1
13,13,[0 1 0 0 0 0 1 0 0 0 1 0],2,4
14,14,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
15,15,[0 0 0 0 0 0 0 0 0 0 0 0],3,1
16,16,[0 0 1 0 0 0 1 0 0 0 1 0],2,2
17,17,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
18,18,[0 0 1 1 0 1 0 0 0 0 0 1],2,1
19,19,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
20,20,[1 0 1 1 0 1 0 0 0 0 0 1],2,1
21,21,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
22,22,[0 1 0 0 0 0 1 1 0 0 1 0],2,2
23,23,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
24,24,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
25,25,[0 0 1 0 0 0 1 0 0 0 0 1],2,2
26,26,[0 0 0 0 0 0 1 0 0 0 1 0],2,4
27,27,[0 0 0 0 0 0 0 0 0 0 0 0],2,1
28,28,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
29,29,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
30,30,[0 1 0 0 0 0 1 0 0 1 1 0],2,4
31,31,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
32,32,[1 0 0 0 0 0 1 0 1 0 1 0],2,4
33,33,[0 0 0 0 0 0 1 0 0 1 0 0],4,4
34,34,[1 1 0 0 0 0 0 0 0 0 0 0],4,2
35,35,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
36,36,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
37,37,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
38,38,[0 1 0 0 0 0 0 0 0 0 0 0],4,2
39,39,[0 0 1 0 1 1 1 0 0 1 0 1],2,1
40,40,[1 0 0 0 0 0 1 0 0 0 1 0],2,4
41,41,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
42,42,[1 0 0 0 0 0 0 0 1 0 1 1],2,4
43,43,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
44,44,[0 1 0 0 0 0 0 0 1 0 1 0],2,4
45,45,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
46,46,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
47,47,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
48,48,[1 1 0 0 0 0 0 0 0 0 0 0],4,2
49,49,[1 1 0 0 0 0 1 0 0 0 1 0],2,4
50,50,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
