,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[0 0 0 0 0 0 0 0 0 0 0 0],3,1
1,1,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
2,2,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
3,3,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
4,4,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
5,5,[1 1 1 0 1 0 1 1 0 1 1 0],2,2
6,6,[1 0 0 0 0 0 0 0 0 0 0 0],2,4
7,7,[0 1 1 0 0 1 1 0 0 0 0 0],2,2
8,8,[0 0 0 0 0 0 1 0 0 0 0 0],4,4
9,9,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
10,10,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
11,11,[0 1 0 0 0 0 1 0 1 0 1 0],4,4
12,12,[1 0 1 0 0 0 0 0 0 0 0 0],2,2
13,13,[1 0 0 0 0 0 0 0 0 0 0 0],2,4
14,14,[0 0 0 0 0 0 1 0 0 0 1 0],4,2
15,15,[1 0 0 0 0 0 0 0 0 0 0 0],2,4
16,16,[1 1 0 0 0 0 0 0 0 0 0 0],2,4
17,17,[1 0 0 0 0 0 0 0 0 0 0 0],2,4
18,18,[1 0 1 0 0 0 1 0 0 0 0 1],2,2
19,19,[0 1 0 0 0 0 0 0 0 1 0 0],2,2
20,20,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
21,21,[1 1 0 0 0 0 0 0 0 1 0 0],2,4
22,22,[1 1 0 0 0 0 1 0 0 0 0 0],2,4
23,23,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
24,24,[1 0 0 0 0 0 1 0 0 1 0 0],2,4
25,25,[1 1 0 0 0 0 0 0 1 0 0 0],2,4
26,26,[1 0 1 1 0 1 0 0 0 0 0 1],2,1
27,27,[0 1 1 1 0 1 0 1 0 0 0 1],2,2
28,28,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
29,29,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
30,30,[1 0 0 0 0 0 1 0 0 0 0 0],2,4
31,31,[0 0 0 0 0 0 0 0 0 0 0 0],3,1
32,32,[1 1 0 0 0 0 0 0 0 0 0 0],2,4
33,33,[1 1 0 0 0 0 1 0 1 0 1 0],2,4
34,34,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
35,35,[1 1 0 0 0 0 0 0 0 0 0 0],4,4
36,36,[0 1 0 0 0 0 1 1 1 1 1 0],2,2
37,37,[0 0 0 0 0 0 1 0 0 1 0 0],4,2
38,38,[1 0 0 0 0 0 0 0 0 0 0 0],2,4
39,39,[0 1 0 0 0 0 0 0 1 0 1 0],4,4
40,40,[0 1 0 0 0 0 0 0 0 1 0 0],2,2
41,41,[1 1 0 0 0 0 0 0 0 0 0 0],2,4
42,42,[0 0 0 0 0 0 1 0 0 0 0 0],4,4
43,43,[1 0 0 0 0 0 0 0 0 0 0 0],2,4
44,44,[0 0 0 0 0 0 0 0 0 0 0 0],3,1
45,45,[1 0 0 0 0 0 0 0 0 0 0 0],4,4
46,46,[0 1 0 0 0 0 0 0 1 0 1 0],4,4
47,47,[1 1 0 0 0 0 0 0 0 0 0 0],2,4
48,48,[1 0 0 0 0 0 1 0 1 1 1 0],2,4
49,49,[1 1 0 0 0 0 0 0 0 0 0 0],2,4
50,50,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
