,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
1,1,[0 0 0 1 0 0 0 0 0 0 0 0],2,2
2,2,[0 0 0 0 0 0 0 0 0 0 0 0],4,2
3,3,[0 0 0 0 0 0 1 0 0 1 0 0],4,4
4,4,[0 0 0 0 0 0 0 0 0 0 0 0],4,2
5,5,[0 1 0 0 0 0 0 0 0 0 0 0],4,4
6,6,[0 1 0 0 0 0 0 0 1 0 1 0],2,4
7,7,[1 0 0 0 0 0 1 0 1 0 1 0],4,4
8,8,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
9,9,[0 1 0 0 0 0 0 0 0 1 0 0],2,4
10,10,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
11,11,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
12,12,[0 0 0 1 0 0 0 0 0 0 1 0],2,2
13,13,[1 1 0 0 0 0 1 0 1 0 1 0],2,4
14,14,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
15,15,[1 1 0 0 0 0 1 0 0 0 0 0],2,4
16,16,[1 0 0 0 0 0 1 0 1 1 1 0],2,4
17,17,[1 0 0 0 0 0 1 0 1 0 1 1],2,2
18,18,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
19,19,[0 0 0 0 0 0 0 0 0 0 0 0],3,2
20,20,[1 1 0 0 0 0 1 0 0 1 0 0],2,4
21,21,[0 0 0 0 0 0 1 0 0 0 0 0],2,4
22,22,[1 1 0 0 0 0 1 0 0 1 0 0],2,4
23,23,[1 1 0 0 0 0 1 0 0 0 1 0],2,4
24,24,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
25,25,[1 1 0 0 0 0 1 0 0 0 0 0],2,4
26,26,[1 1 0 0 0 0 0 0 1 1 1 0],2,4
27,27,[0 1 0 0 0 0 1 0 1 0 1 0],4,4
28,28,[0 0 0 0 0 0 0 0 0 0 0 0],3,2
29,29,[0 1 1 0 0 1 1 0 0 0 0 0],2,2
30,30,[1 1 0 0 0 0 0 0 0 0 0 0],2,4
31,31,[1 1 0 0 0 0 1 0 0 1 0 0],2,4
32,32,[0 0 0 0 0 0 0 0 0 0 0 0],4,2
33,33,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
34,34,[0 0 0 0 0 0 1 0 0 0 0 0],4,4
35,35,[1 1 0 0 0 0 0 0 0 0 0 0],2,4
36,36,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
37,37,[1 1 1 1 1 1 0 0 0 0 0 1],1,2
38,38,[0 0 0 0 0 0 1 0 1 0 1 0],2,4
39,39,[0 0 1 0 0 0 1 0 0 0 1 0],2,2
40,40,[1 0 1 0 0 0 1 0 0 0 1 1],2,2
41,41,[1 1 0 0 0 0 1 0 1 0 1 0],2,4
42,42,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
43,43,[1 1 0 0 0 0 0 0 0 0 0 0],2,4
44,44,[1 1 0 0 0 0 0 0 0 0 0 0],2,4
45,45,[0 0 0 0 0 0 0 0 0 0 0 0],4,2
46,46,[1 1 1 0 0 0 0 0 0 0 1 0],2,2
47,47,[0 0 0 0 0 0 1 0 0 0 0 0],4,4
48,48,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
49,49,[0 0 0 0 0 0 0 0 0 0 0 0],4,2
50,50,[0 0 0 0 0 0 0 0 0 0 0 0],4,2
