,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[0 1 0 0 0 0 0 0 0 0 0 0],4,4
1,1,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
2,2,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
3,3,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
4,4,[0 1 0 0 0 0 1 0 1 0 1 0],4,4
5,5,[0 0 0 0 0 0 1 0 0 0 0 0],4,4
6,6,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
7,7,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
8,8,[1 0 0 0 0 0 1 0 1 0 1 0],4,4
9,9,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
10,10,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
11,11,[0 0 0 0 0 0 1 0 1 0 1 0],2,4
12,12,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
13,13,[1 1 1 0 1 0 1 1 0 1 1 0],2,1
14,14,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
15,15,[0 0 0 0 0 0 0 0 0 0 0 0],2,1
16,16,[1 1 0 0 0 0 1 0 0 1 0 0],2,4
17,17,[1 0 0 0 0 0 0 0 0 0 1 0],2,2
18,18,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
19,19,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
20,20,[0 0 0 0 0 0 1 0 0 0 0 0],4,4
21,21,[1 1 1 0 0 0 0 0 0 0 1 0],2,2
22,22,[1 1 0 0 0 0 1 0 0 0 1 0],2,4
23,23,[0 1 1 0 0 0 0 0 0 1 0 0],2,2
24,24,[0 0 0 1 0 1 0 0 0 0 0 0],2,1
25,25,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
26,26,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
27,27,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
28,28,[0 1 0 0 0 0 1 1 1 0 0 0],2,2
29,29,[1 1 0 0 0 0 1 1 0 1 1 1],2,2
30,30,[1 1 0 0 0 0 0 0 1 0 0 0],2,4
31,31,[1 1 0 0 0 0 1 0 1 0 1 0],2,4
32,32,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
33,33,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
34,34,[1 0 0 0 0 0 0 0 1 0 1 0],2,4
35,35,[0 1 0 0 0 0 0 0 1 0 0 0],2,4
36,36,[1 0 0 0 0 0 0 1 0 0 0 0],2,2
37,37,[0 0 1 0 0 0 1 0 0 0 0 1],2,2
38,38,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
39,39,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
40,40,[0 0 0 0 0 0 1 0 0 0 0 0],4,4
41,41,[0 0 1 0 1 1 1 0 0 1 0 1],2,1
42,42,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
43,43,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
44,44,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
45,45,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
46,46,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
47,47,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
48,48,[1 0 0 0 0 0 0 0 1 0 0 0],4,4
49,49,[1 0 0 0 0 0 0 0 0 0 1 0],2,2
50,50,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
