,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 1 0 0 0 0 0 0 0 0 0 0],4,2
1,1,[0 0 0 0 0 0 0 0 1 0 0 0],2,4
2,2,[1 0 0 0 0 0 0 1 0 0 0 0],2,2
3,3,[1 1 0 0 0 0 1 0 1 1 1 0],2,4
4,4,[1 1 0 0 0 0 1 0 0 1 0 0],2,4
5,5,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
6,6,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
7,7,[0 1 0 0 0 0 1 0 0 1 0 0],4,4
8,8,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
9,9,[0 0 0 0 0 0 1 0 0 1 0 0],2,4
10,10,[1 0 0 0 0 0 1 0 0 0 0 0],2,4
11,11,[0 1 0 0 0 0 0 0 1 0 1 0],4,4
12,12,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
13,13,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
14,14,[1 0 0 0 0 0 1 0 1 0 1 0],2,4
15,15,[0 0 0 0 0 0 0 0 0 0 0 0],2,1
16,16,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
17,17,[0 0 1 0 1 1 1 0 0 1 0 1],2,1
18,18,[0 1 0 0 0 0 1 1 1 0 0 0],2,2
19,19,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
20,20,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
21,21,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
22,22,[0 0 0 0 0 0 1 0 1 0 1 0],2,4
23,23,[0 0 0 0 0 0 1 0 0 0 0 0],4,4
24,24,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
25,25,[0 1 0 0 0 0 0 0 1 0 1 0],4,4
26,26,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
27,27,[1 0 1 1 0 1 0 0 0 0 0 1],2,2
28,28,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
29,29,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
30,30,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
31,31,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
32,32,[1 1 0 0 0 0 1 0 0 1 0 0],2,4
33,33,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
34,34,[0 1 0 0 0 0 0 0 0 1 0 0],2,2
35,35,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
36,36,[0 1 0 0 0 0 0 0 0 0 0 0],4,4
37,37,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
38,38,[0 1 1 0 0 0 0 0 1 0 0 0],2,2
39,39,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
40,40,[0 0 0 0 0 0 1 0 1 0 1 0],4,4
41,41,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
42,42,[0 1 0 0 0 0 1 1 0 0 1 0],2,2
43,43,[0 0 0 0 0 0 1 0 0 0 1 0],4,2
44,44,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
45,45,[1 1 0 0 0 0 0 0 1 0 0 0],2,4
46,46,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
47,47,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
48,48,[0 0 0 0 0 0 1 0 0 0 0 0],2,4
49,49,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
50,50,[1 0 0 0 0 0 0 0 0 0 1 0],2,2
