,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
1,1,[1 1 0 0 0 0 1 0 0 0 0 0],2,4
2,2,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
3,3,[1 1 0 0 0 0 0 0 0 1 0 0],2,2
4,4,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
5,5,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
6,6,[1 1 0 0 0 0 0 0 0 0 0 0],2,4
7,7,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
8,8,[0 0 0 0 0 0 0 0 0 0 0 0],3,1
9,9,[1 1 0 0 0 0 0 0 0 0 0 0],2,4
10,10,[1 1 0 0 0 0 0 0 0 0 0 0],2,4
11,11,[0 1 0 0 0 0 0 0 0 1 0 0],2,2
12,12,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
13,13,[1 1 0 0 0 0 1 0 0 0 1 0],2,4
14,14,[1 1 0 0 0 0 1 0 1 1 1 0],2,4
15,15,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
16,16,[0 1 0 0 0 0 1 0 0 1 1 0],2,4
17,17,[1 0 0 0 0 0 0 0 1 0 1 0],2,4
18,18,[1 1 0 0 0 0 0 0 0 0 0 0],2,4
19,19,[1 1 1 0 0 0 0 1 0 1 0 0],2,2
20,20,[1 1 0 0 0 0 0 0 0 0 0 0],2,4
21,21,[1 1 0 0 0 0 0 0 0 0 0 0],2,4
22,22,[1 1 0 0 0 0 0 0 0 0 0 0],2,4
23,23,[0 1 0 0 0 0 1 0 1 0 1 0],4,4
24,24,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
25,25,[1 1 0 0 0 0 0 0 0 0 0 0],2,4
26,26,[0 0 0 0 0 0 1 0 1 0 1 0],4,4
27,27,[0 0 0 0 0 0 0 0 1 0 0 0],2,4
28,28,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
29,29,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
30,30,[0 0 1 0 0 1 0 0 0 0 0 0],2,2
31,31,[1 1 0 0 0 0 1 0 0 1 0 0],2,4
32,32,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
33,33,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
34,34,[0 1 1 1 0 1 0 1 0 0 0 1],2,2
35,35,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
36,36,[1 1 0 0 0 0 1 0 0 0 0 0],2,4
37,37,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
38,38,[1 1 0 0 0 0 1 0 0 0 0 0],2,4
39,39,[1 0 0 0 0 0 1 0 0 0 0 0],2,4
40,40,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
41,41,[0 0 0 0 0 0 0 0 0 1 0 0],4,2
42,42,[0 0 0 0 0 0 0 0 0 0 0 0],4,1
43,43,[1 0 0 0 0 0 0 1 0 0 0 0],2,2
44,44,[0 0 0 1 0 0 0 0 0 0 1 0],2,1
45,45,[1 1 0 0 0 0 1 0 0 1 0 0],2,4
46,46,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
47,47,[1 0 0 0 0 0 1 0 0 1 0 0],2,2
48,48,[0 0 0 0 0 0 1 0 0 0 0 0],2,4
49,49,[0 0 0 0 0 0 1 0 0 0 0 0],4,4
50,50,[1 0 0 0 0 0 1 0 0 0 1 0],2,4
