,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 1 0 0 0 0 1 0 0 1 0 0],1,3
1,1,[1 1 1 0 0 0 0 0 0 0 0 0],1,1
2,2,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
3,3,[0 0 0 0 0 0 1 0 0 0 0 0],1,1
4,4,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
5,5,[0 0 0 0 0 0 0 0 0 0 0 0],2,1
6,6,[1 0 0 0 0 0 0 0 1 0 0 0],3,1
7,7,[0 0 1 0 0 0 0 0 0 0 0 0],1,3
8,8,[0 0 0 0 0 0 0 0 0 0 0 0],3,1
9,9,[0 0 1 0 0 0 0 0 0 0 0 0],1,3
10,10,[1 1 1 0 0 0 0 0 1 0 1 0],1,1
11,11,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
12,12,[1 0 1 1 0 1 0 0 0 0 0 1],1,1
13,13,[1 1 0 0 0 0 0 0 1 1 1 0],1,1
14,14,[0 0 0 0 0 0 1 0 0 0 0 0],1,1
15,15,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
16,16,[0 0 0 0 0 0 0 0 0 0 0 0],3,1
17,17,[0 1 0 0 0 0 1 1 0 0 1 0],1,1
18,18,[1 1 0 0 0 0 0 0 1 0 1 0],1,1
19,19,[0 0 0 0 0 0 0 0 0 0 0 0],1,1
20,20,[0 0 0 0 0 0 0 0 0 0 0 0],3,1
21,21,[0 0 1 0 0 0 1 0 0 0 0 1],1,1
22,22,[1 1 0 0 0 0 0 0 0 0 1 0],1,1
23,23,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
24,24,[1 1 0 0 0 0 1 0 0 0 0 0],1,3
25,25,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
26,26,[0 1 0 0 0 0 0 0 0 0 0 0],3,1
27,27,[0 0 0 0 0 0 1 0 1 0 1 0],3,3
28,28,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
29,29,[0 0 1 1 0 1 0 0 0 0 0 1],1,1
30,30,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
31,31,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
32,32,[0 0 1 0 0 0 0 0 0 0 0 0],1,3
33,33,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
34,34,[1 0 0 0 0 0 1 0 0 0 0 0],1,1
35,35,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
36,36,[1 1 0 0 0 0 0 0 0 0 0 0],1,3
37,37,[0 0 0 0 0 0 0 0 0 0 0 0],3,1
38,38,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
39,39,[0 0 0 0 0 0 0 0 0 0 0 0],3,1
40,40,[1 1 0 0 0 0 0 0 0 0 0 0],1,3
41,41,[1 1 0 0 0 0 1 0 1 0 1 0],1,1
42,42,[0 1 0 0 0 0 1 0 1 0 1 0],3,1
43,43,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
44,44,[1 1 0 0 0 0 0 0 1 1 1 0],1,1
45,45,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
46,46,[1 1 1 0 0 0 0 0 0 0 0 0],1,1
47,47,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
48,48,[1 1 0 0 0 0 1 0 0 0 0 0],3,1
49,49,[0 1 0 0 0 0 0 0 1 0 0 0],1,3
50,50,[1 1 0 0 0 0 0 0 1 1 1 0],1,1
