,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
1,1,[1 1 0 0 0 0 0 0 0 0 1 0],1,1
2,2,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
3,3,[0 1 0 0 0 0 0 0 1 0 1 0],3,1
4,4,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
5,5,[0 0 0 1 0 0 0 0 0 0 0 0],1,1
6,6,[0 0 0 0 0 0 0 0 0 0 0 0],3,1
7,7,[0 0 0 0 0 0 1 0 0 0 1 0],3,3
8,8,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
9,9,[0 0 0 0 0 0 0 0 0 0 0 0],3,1
10,10,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
11,11,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
12,12,[0 0 0 0 0 0 0 0 0 0 0 0],3,1
13,13,[1 0 1 0 0 0 0 0 0 0 0 0],1,1
14,14,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
15,15,[0 1 0 0 0 0 0 0 0 0 0 0],3,1
16,16,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
17,17,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
18,18,[0 0 0 0 0 0 0 0 0 0 0 0],3,1
19,19,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
20,20,[1 1 0 0 0 0 0 0 1 0 1 0],1,3
21,21,[0 0 0 1 0 1 0 0 0 0 0 0],1,1
22,22,[0 1 0 0 0 0 1 0 0 1 1 0],1,3
23,23,[0 0 1 0 0 0 0 0 0 0 0 1],1,1
24,24,[0 0 0 0 0 0 0 0 0 0 0 0],3,1
25,25,[0 0 0 0 0 0 1 0 0 0 1 0],1,1
26,26,[0 1 0 0 0 0 1 0 0 1 0 0],3,3
27,27,[0 0 0 0 0 0 0 0 0 0 0 0],3,1
28,28,[1 1 1 0 0 0 0 0 0 0 0 0],1,1
29,29,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
30,30,[0 0 1 0 0 0 0 0 0 0 0 0],1,1
31,31,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
32,32,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
33,33,[0 1 0 0 0 0 0 0 0 0 0 0],1,3
34,34,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
35,35,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
36,36,[1 1 0 0 0 0 1 0 1 0 1 0],1,1
37,37,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
38,38,[1 0 0 0 0 0 0 1 0 0 0 0],1,1
39,39,[0 1 0 0 0 0 1 1 0 0 1 0],1,1
40,40,[0 0 0 0 0 0 0 0 0 1 0 0],3,1
41,41,[1 1 0 0 0 0 1 0 0 0 0 0],3,1
42,42,[0 1 0 0 0 0 0 0 0 0 0 0],3,1
43,43,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
44,44,[1 0 0 0 0 0 1 0 0 0 1 1],1,3
45,45,[1 1 0 0 0 0 1 0 0 0 1 0],1,1
46,46,[1 1 0 0 0 0 0 0 0 0 0 0],1,3
47,47,[0 0 0 0 0 0 0 0 0 0 0 0],3,1
48,48,[0 0 0 0 0 0 1 0 1 0 1 0],1,1
49,49,[1 0 0 0 0 0 1 0 1 1 1 0],1,1
50,50,[1 1 1 0 0 0 0 0 1 0 1 0],1,1
