,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
1,1,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
2,2,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
3,3,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
4,4,[1 0 0 0 0 0 0 0 1 0 1 0],2,2
5,5,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
6,6,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
7,7,[1 1 0 0 0 0 0 0 0 1 0 0],2,2
8,8,[1 1 0 0 0 0 1 0 0 0 1 0],2,2
9,9,[0 1 0 0 0 0 0 0 1 0 1 0],2,2
10,10,[1 1 0 0 0 0 0 0 0 0 0 0],4,2
11,11,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
12,12,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
13,13,[1 0 1 0 0 0 1 0 0 0 0 1],2,2
14,14,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
15,15,[1 1 1 0 1 0 1 1 0 1 1 0],2,2
16,16,[0 1 0 0 0 0 1 0 0 0 1 0],2,2
17,17,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
18,18,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
19,19,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
20,20,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
21,21,[1 1 0 0 0 0 1 0 1 1 1 0],2,2
22,22,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
23,23,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
24,24,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
25,25,[1 0 0 0 0 0 1 0 1 0 1 0],4,2
26,26,[0 0 0 0 0 0 1 0 0 0 0 0],2,4
27,27,[0 0 1 0 0 0 0 0 0 0 0 0],2,3
28,28,[0 0 0 0 0 0 1 0 0 0 0 0],2,4
29,29,[0 1 0 0 0 0 0 0 1 0 1 0],4,2
30,30,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
31,31,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
32,32,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
33,33,[0 1 1 1 0 1 0 1 0 0 0 1],2,1
34,34,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
35,35,[0 1 1 0 0 0 0 0 0 0 0 0],2,2
36,36,[0 0 0 0 0 0 1 0 1 0 1 0],2,4
37,37,[1 1 0 0 0 0 0 0 1 0 0 0],2,2
38,38,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
39,39,[1 1 1 0 0 0 0 0 0 0 1 0],2,2
40,40,[0 1 0 0 0 0 0 0 0 0 0 0],4,4
41,41,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
42,42,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
43,43,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
44,44,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
45,45,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
46,46,[0 0 1 0 0 0 1 0 0 0 0 1],2,4
47,47,[1 1 0 0 0 0 0 0 0 0 0 0],4,2
48,48,[0 0 0 1 0 1 0 0 0 0 0 0],2,3
49,49,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
50,50,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
