,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[0 1 0 0 0 0 0 0 0 0 0 0],4,4
1,1,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
2,2,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
3,3,[1 0 0 0 0 0 0 0 0 0 0 0],2,4
4,4,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
5,5,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
6,6,[1 1 0 0 0 0 0 0 1 1 1 0],2,2
7,7,[1 0 0 0 0 0 0 0 0 0 0 0],4,4
8,8,[1 1 0 0 0 0 1 0 1 0 1 0],2,2
9,9,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
10,10,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
11,11,[0 0 0 1 0 0 0 0 0 0 1 0],2,4
12,12,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
13,13,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
14,14,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
15,15,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
16,16,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
17,17,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
18,18,[0 1 1 0 0 0 0 0 0 0 0 0],2,2
19,19,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
20,20,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
21,21,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
22,22,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
23,23,[1 0 0 0 0 0 1 0 1 0 1 0],2,2
24,24,[0 1 0 0 0 0 1 1 1 0 0 0],2,2
25,25,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
26,26,[0 0 1 0 0 0 0 0 0 0 0 0],2,3
27,27,[0 1 0 0 0 0 1 0 1 0 1 0],4,2
28,28,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
29,29,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
30,30,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
31,31,[1 0 0 0 0 0 0 0 0 0 0 0],2,4
32,32,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
33,33,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
34,34,[0 0 0 0 0 0 1 0 0 0 0 0],4,4
35,35,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
36,36,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
37,37,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
38,38,[1 1 0 0 0 0 0 0 0 0 1 0],2,2
39,39,[1 1 1 1 0 1 1 1 0 0 1 1],2,1
40,40,[1 0 0 0 0 0 0 0 0 0 0 0],2,4
41,41,[0 1 0 0 0 0 0 0 0 0 0 0],4,4
42,42,[1 0 0 0 0 0 0 0 0 0 0 0],4,4
43,43,[1 0 0 0 0 0 1 0 0 0 1 1],2,2
44,44,[0 1 1 0 0 0 0 0 1 0 0 0],2,2
45,45,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
46,46,[1 0 0 0 0 0 0 0 1 0 1 1],2,2
47,47,[0 0 0 0 0 0 1 0 0 1 0 0],4,4
48,48,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
49,49,[1 0 0 0 0 0 0 0 0 1 0 0],2,2
50,50,[0 1 1 0 0 1 1 0 0 0 0 0],2,2
