,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 1 0 0 0 0 1 0 0 0 1 0],2,2
1,1,[0 1 0 0 0 0 0 0 0 0 0 0],4,4
2,2,[0 0 0 0 0 0 1 0 0 0 0 0],4,4
3,3,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
4,4,[1 1 1 0 0 0 0 0 0 0 1 0],2,2
5,5,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
6,6,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
7,7,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
8,8,[1 1 0 0 0 0 1 0 0 0 1 0],2,2
9,9,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
10,10,[0 0 0 0 0 0 1 0 0 0 1 0],4,4
11,11,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
12,12,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
13,13,[0 1 1 0 0 1 1 0 0 0 0 0],2,2
14,14,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
15,15,[0 1 1 0 0 0 0 0 0 1 0 0],2,2
16,16,[0 0 1 0 1 1 1 0 0 1 0 1],2,2
17,17,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
18,18,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
19,19,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
20,20,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
21,21,[1 0 1 1 0 1 0 0 0 0 0 1],2,2
22,22,[0 0 1 0 0 0 0 0 0 0 0 0],2,3
23,23,[0 0 1 0 0 0 1 0 0 0 0 1],2,4
24,24,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
25,25,[1 1 0 0 0 0 0 0 1 0 0 0],2,2
26,26,[1 1 0 0 0 0 0 0 1 1 1 0],2,2
27,27,[1 0 0 0 0 0 0 0 1 0 1 0],2,2
28,28,[1 1 0 0 0 0 0 0 0 0 0 0],4,2
29,29,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
30,30,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
31,31,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
32,32,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
33,33,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
34,34,[1 0 0 0 0 0 1 0 1 1 1 0],2,2
35,35,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
36,36,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
37,37,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
38,38,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
39,39,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
40,40,[0 1 0 0 0 0 0 0 0 1 0 0],2,4
41,41,[0 1 0 0 0 0 1 0 0 0 1 0],2,2
42,42,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
43,43,[1 1 0 0 0 0 0 0 0 1 0 0],2,2
44,44,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
45,45,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
46,46,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
47,47,[0 0 1 0 0 0 0 0 0 0 0 0],2,3
48,48,[1 0 0 0 0 0 1 0 0 0 1 0],2,2
49,49,[1 0 1 0 0 0 0 0 0 0 0 0],2,2
50,50,[1 1 1 1 1 1 0 0 0 0 0 1],1,2
