,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[0 0 0 0 0 0 1 0 0 0 1 0],4,4
1,1,[1 1 0 0 0 0 0 0 1 0 1 0],2,2
2,2,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
3,3,[1 1 0 0 0 0 0 0 1 1 1 0],2,2
4,4,[1 0 0 0 0 0 0 0 0 0 1 0],2,2
5,5,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
6,6,[1 1 0 0 0 0 1 0 0 0 0 0],4,2
7,7,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
8,8,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
9,9,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
10,10,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
11,11,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
12,12,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
13,13,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
14,14,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
15,15,[0 0 0 1 0 0 0 0 0 0 1 0],2,4
16,16,[1 1 0 0 0 0 0 0 0 1 0 0],2,2
17,17,[0 0 0 0 0 0 1 0 0 1 0 0],2,4
18,18,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
19,19,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
20,20,[0 1 1 0 0 0 0 0 0 0 0 0],2,2
21,21,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
22,22,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
23,23,[0 1 0 0 0 0 1 1 1 0 0 0],2,2
24,24,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
25,25,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
26,26,[0 0 0 0 0 0 1 0 0 0 0 0],4,4
27,27,[0 1 0 0 0 0 0 0 0 0 0 0],4,4
28,28,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
29,29,[0 1 0 0 0 0 0 0 1 0 0 0],2,4
30,30,[0 1 0 0 0 0 1 0 0 0 1 0],2,2
31,31,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
32,32,[1 1 0 0 0 0 1 0 1 1 1 0],2,2
33,33,[0 0 1 0 0 0 0 0 0 0 0 0],2,3
34,34,[0 0 1 0 1 1 1 0 0 1 0 1],2,1
35,35,[1 0 0 0 0 0 0 0 1 0 1 0],2,2
36,36,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
37,37,[0 1 1 0 0 0 0 0 0 1 0 0],2,2
38,38,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
39,39,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
40,40,[0 0 0 0 0 0 1 0 0 0 1 0],2,4
41,41,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
42,42,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
43,43,[0 0 0 0 0 0 0 0 0 1 0 0],4,3
44,44,[1 1 0 0 0 0 0 0 1 0 0 0],2,2
45,45,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
46,46,[1 0 0 0 0 0 0 0 0 0 1 0],2,2
47,47,[0 1 0 0 0 0 1 0 0 1 1 0],2,2
48,48,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
49,49,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
50,50,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
