,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
1,1,[0 0 1 0 0 0 0 0 0 0 0 0],2,3
2,2,[1 0 0 0 0 0 0 0 0 1 0 0],2,2
3,3,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
4,4,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
5,5,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
6,6,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
7,7,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
8,8,[0 0 0 0 0 0 0 0 0 0 0 0],2,3
9,9,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
10,10,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
11,11,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
12,12,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
13,13,[1 0 0 0 0 0 1 0 1 0 1 1],2,2
14,14,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
15,15,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
16,16,[1 1 0 0 0 0 1 0 1 1 1 0],2,2
17,17,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
18,18,[1 0 0 0 0 0 0 0 0 0 1 0],2,2
19,19,[1 0 0 0 0 0 1 0 0 0 1 1],2,2
20,20,[1 1 0 0 0 0 1 0 0 0 1 0],2,2
21,21,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
22,22,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
23,23,[1 0 0 0 0 0 1 0 0 1 0 0],2,2
24,24,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
25,25,[0 0 1 0 0 0 0 0 0 0 0 0],2,3
26,26,[0 0 1 0 0 0 0 0 0 0 0 0],2,3
27,27,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
28,28,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
29,29,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
30,30,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
31,31,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
32,32,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
33,33,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
34,34,[1 0 1 0 0 0 1 0 0 0 0 1],2,2
35,35,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
36,36,[1 1 0 0 0 0 1 0 0 0 1 0],2,2
37,37,[0 0 1 0 0 0 1 0 0 0 1 0],2,2
38,38,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
39,39,[1 1 0 0 0 0 0 0 1 0 1 0],2,2
40,40,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
41,41,[0 1 0 0 0 0 1 0 0 1 0 0],4,2
42,42,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
43,43,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
44,44,[0 0 0 1 0 0 0 0 0 0 1 0],2,4
45,45,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
46,46,[0 1 0 0 0 0 0 0 0 1 0 0],2,4
47,47,[0 1 1 0 0 1 1 0 0 0 0 0],2,2
48,48,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
49,49,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
50,50,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
