,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
1,1,[1 0 0 0 0 0 0 0 0 0 1 0],2,2
2,2,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
3,3,[0 0 1 1 0 1 0 0 0 0 0 1],2,1
4,4,[0 1 1 0 0 0 0 0 0 1 0 0],2,2
5,5,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
6,6,[0 1 0 0 0 0 1 1 0 0 1 0],2,2
7,7,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
8,8,[0 0 0 0 0 0 0 0 1 0 0 0],2,4
9,9,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
10,10,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
11,11,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
12,12,[0 1 0 0 0 0 1 0 0 0 1 0],2,2
13,13,[0 1 0 0 0 0 0 0 0 0 0 0],2,4
14,14,[0 1 0 0 0 0 1 1 1 1 1 0],2,2
15,15,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
16,16,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
17,17,[0 0 0 0 0 0 1 0 0 0 0 0],2,4
18,18,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
19,19,[1 0 0 0 0 0 0 0 0 1 0 0],2,2
20,20,[0 0 1 0 0 0 0 0 0 0 0 0],2,3
21,21,[0 1 0 0 0 0 1 0 0 1 1 0],2,2
22,22,[1 1 0 0 0 0 0 0 0 0 1 0],2,2
23,23,[0 0 1 0 0 0 0 0 0 0 0 0],2,3
24,24,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
25,25,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
26,26,[0 0 0 0 0 0 1 0 0 0 0 0],4,4
27,27,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
28,28,[0 0 0 0 0 0 1 0 0 0 0 0],2,4
29,29,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
30,30,[0 0 1 0 0 0 0 0 0 0 0 0],2,3
31,31,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
32,32,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
33,33,[1 1 0 0 0 0 1 1 0 1 1 1],2,2
34,34,[1 0 1 0 0 0 0 0 0 0 0 0],2,2
35,35,[0 1 0 0 0 0 1 1 1 0 0 0],2,2
36,36,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
37,37,[1 1 1 1 0 1 1 1 0 0 1 1],2,1
38,38,[1 0 0 0 0 0 1 0 0 0 1 0],2,2
39,39,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
40,40,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
41,41,[0 0 0 0 0 0 1 0 0 0 0 0],2,4
42,42,[1 0 1 1 0 1 0 0 0 0 0 1],2,1
43,43,[1 1 0 0 0 0 0 0 0 1 0 0],2,2
44,44,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
45,45,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
46,46,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
47,47,[1 0 0 0 0 0 0 0 1 0 1 1],2,2
48,48,[1 1 0 0 0 0 0 0 1 0 1 0],2,2
49,49,[1 1 0 0 0 0 1 0 1 0 1 0],2,2
50,50,[0 0 0 0 0 0 0 0 0 0 0 0],4,3
