,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[0 0 1 0 0 0 1 0 0 0 0 1],1,1
1,1,[0 0 0 0 0 0 1 0 0 0 0 0],3,3
2,2,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
3,3,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
4,4,[0 0 0 1 0 0 0 0 0 0 1 0],1,1
5,5,[0 0 0 0 0 0 0 0 0 0 0 0],1,3
6,6,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
7,7,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
8,8,[0 1 1 0 0 0 0 0 0 1 0 0],1,1
9,9,[0 0 0 0 0 0 0 0 0 0 0 0],2,3
10,10,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
11,11,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
12,12,[0 0 0 0 0 0 1 0 0 1 0 0],3,1
13,13,[0 0 0 0 0 0 1 0 0 0 0 0],1,3
14,14,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
15,15,[0 1 0 0 0 0 0 0 0 0 0 0],3,1
16,16,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
17,17,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
18,18,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
19,19,[0 1 0 0 0 0 0 0 0 0 0 0],3,1
20,20,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
21,21,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
22,22,[0 0 0 0 0 0 1 0 0 1 0 0],1,1
23,23,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
24,24,[1 0 0 0 0 0 1 0 1 0 1 1],1,1
25,25,[1 0 0 0 0 0 0 1 0 0 0 0],1,1
26,26,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
27,27,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
28,28,[1 1 1 1 0 1 1 1 0 0 1 1],1,0
29,29,[1 1 0 0 0 0 0 0 1 1 1 0],1,1
30,30,[0 1 0 0 0 0 0 0 1 0 1 0],3,1
31,31,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
32,32,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
33,33,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
34,34,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
35,35,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
36,36,[1 0 0 0 0 0 0 0 0 0 1 0],1,1
37,37,[0 0 0 1 0 0 0 0 0 0 0 0],1,3
38,38,[0 0 0 0 0 0 0 0 0 0 0 0],1,3
39,39,[0 1 0 0 0 0 1 0 1 0 1 0],1,1
40,40,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
41,41,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
42,42,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
43,43,[0 0 1 0 0 0 0 0 0 0 0 0],1,1
44,44,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
45,45,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
46,46,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
47,47,[0 0 0 0 0 0 0 0 0 0 0 0],2,3
48,48,[1 0 0 0 0 0 0 0 1 0 1 0],1,1
49,49,[0 0 0 0 0 0 1 0 0 0 0 0],3,3
50,50,[0 1 0 0 0 0 0 0 1 0 0 0],1,1
