,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 1 1 0 0 0 0 0 0 0 0 0],1,1
1,1,[0 0 0 0 0 0 1 0 0 0 1 0],1,1
2,2,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
3,3,[0 1 0 0 0 0 0 0 1 0 1 0],3,1
4,4,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
5,5,[1 0 0 0 0 0 0 0 1 0 1 0],1,1
6,6,[0 1 0 0 0 0 0 0 1 0 1 0],1,1
7,7,[1 1 0 0 0 0 0 0 1 1 1 0],1,1
8,8,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
9,9,[1 0 0 0 0 0 1 0 0 0 0 0],1,1
10,10,[0 1 0 0 0 0 0 0 0 1 0 0],1,1
11,11,[1 0 0 0 0 0 0 0 1 0 1 0],1,1
12,12,[0 0 0 0 0 0 1 0 0 0 0 0],3,3
13,13,[0 1 0 0 0 0 0 0 0 1 0 0],1,1
14,14,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
15,15,[0 0 0 0 0 0 0 0 1 0 0 0],1,3
16,16,[0 0 0 0 0 0 0 0 0 0 0 0],1,3
17,17,[0 0 1 0 0 0 0 0 0 0 0 1],1,1
18,18,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
19,19,[1 0 0 0 0 0 1 0 0 1 0 0],1,1
20,20,[0 1 0 0 0 0 1 0 1 0 1 0],1,1
21,21,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
22,22,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
23,23,[1 0 0 0 0 0 1 0 1 0 1 0],3,1
24,24,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
25,25,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
26,26,[1 0 0 0 0 0 0 0 1 0 1 1],1,1
27,27,[1 0 0 0 0 0 0 1 0 0 0 0],1,1
28,28,[0 0 0 0 0 0 0 0 0 1 0 0],3,3
29,29,[0 1 0 0 0 0 0 0 0 0 0 0],3,1
30,30,[0 1 0 0 0 0 1 1 1 1 1 0],1,1
31,31,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
32,32,[1 1 0 0 0 0 1 0 0 0 1 0],1,1
33,33,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
34,34,[1 1 0 0 0 0 1 0 0 0 0 0],3,1
35,35,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
36,36,[0 1 0 0 0 0 0 0 0 0 0 0],3,1
37,37,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
38,38,[0 0 0 0 0 0 1 0 0 0 0 0],1,3
39,39,[0 0 1 1 0 1 0 0 0 0 0 1],1,0
40,40,[0 1 0 0 0 0 1 0 1 0 1 0],3,1
41,41,[0 0 0 1 0 0 0 0 0 0 1 0],1,1
42,42,[0 1 0 0 0 0 0 0 0 0 0 0],3,1
43,43,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
44,44,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
45,45,[1 0 0 0 0 0 1 0 0 0 0 0],1,1
46,46,[1 1 0 0 0 0 0 0 1 1 1 0],1,1
47,47,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
48,48,[0 1 0 0 0 0 0 0 1 0 0 0],1,1
49,49,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
50,50,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
