,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 0 0 0 0 0 1 0 0 0 1 0],1,1
1,1,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
2,2,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
3,3,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
4,4,[1 0 1 0 0 0 0 0 0 0 0 0],1,1
5,5,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
6,6,[0 0 0 0 0 0 1 0 0 0 0 0],1,3
7,7,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
8,8,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
9,9,[0 1 0 0 0 0 1 1 0 0 1 0],1,1
10,10,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
11,11,[0 0 0 0 0 0 1 0 0 0 0 0],3,3
12,12,[1 1 0 0 0 0 0 0 0 0 1 0],1,1
13,13,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
14,14,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
15,15,[0 1 0 0 0 0 1 0 1 0 1 0],1,1
16,16,[0 0 0 0 0 0 0 0 0 1 0 0],3,3
17,17,[1 0 1 0 0 0 1 0 0 0 1 1],1,1
18,18,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
19,19,[0 0 0 0 0 0 0 0 0 0 0 0],1,3
20,20,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
21,21,[0 0 0 0 0 0 1 0 0 0 0 0],3,3
22,22,[1 1 1 0 0 0 0 0 0 0 0 0],1,1
23,23,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
24,24,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
25,25,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
26,26,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
27,27,[1 0 0 0 0 0 0 0 0 1 0 0],1,1
28,28,[1 1 1 0 0 0 0 1 0 1 0 0],1,1
29,29,[0 0 1 0 0 0 0 0 0 0 0 0],1,1
30,30,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
31,31,[0 1 1 1 0 1 0 1 0 0 0 1],1,0
32,32,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
33,33,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
34,34,[0 0 0 0 0 0 1 0 1 0 1 0],1,1
35,35,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
36,36,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
37,37,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
38,38,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
39,39,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
40,40,[0 0 0 0 0 0 1 0 0 0 0 0],1,3
41,41,[0 1 0 0 0 0 0 0 0 1 0 0],1,1
42,42,[1 0 0 0 0 0 1 0 0 1 0 0],1,1
43,43,[1 1 1 0 0 0 0 0 0 0 1 0],1,1
44,44,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
45,45,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
46,46,[1 0 0 0 0 0 1 0 1 0 1 1],1,1
47,47,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
48,48,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
49,49,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
50,50,[0 1 0 0 0 0 0 0 1 0 1 0],3,1
