,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 1 1 0 0 0 0 1 0 1 0 0],1,1
1,1,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
2,2,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
3,3,[1 1 0 0 0 0 0 0 1 1 1 0],1,1
4,4,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
5,5,[0 0 0 0 0 0 0 0 1 0 0 0],1,3
6,6,[0 0 1 1 0 1 0 0 0 0 0 1],1,1
7,7,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
8,8,[0 0 1 0 0 0 1 0 0 0 1 0],1,1
9,9,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
10,10,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
11,11,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
12,12,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
13,13,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
14,14,[1 1 0 0 0 0 0 0 1 0 1 0],1,1
15,15,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
16,16,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
17,17,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
18,18,[1 0 0 0 0 0 0 0 1 0 1 0],1,1
19,19,[0 0 0 0 0 0 1 0 0 0 0 0],3,1
20,20,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
21,21,[0 1 0 0 0 0 0 0 0 0 0 0],3,1
22,22,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
23,23,[0 0 0 0 0 0 1 0 0 0 0 0],1,1
24,24,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
25,25,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
26,26,[1 0 0 0 0 0 1 0 0 0 1 0],1,1
27,27,[0 1 0 0 0 0 1 0 0 0 1 0],1,1
28,28,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
29,29,[0 1 1 1 0 1 0 1 0 0 0 1],1,1
30,30,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
31,31,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
32,32,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
33,33,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
34,34,[1 1 0 0 0 0 0 0 1 1 1 0],1,1
35,35,[1 0 0 0 0 0 0 0 0 0 1 0],1,1
36,36,[0 0 1 0 0 0 1 0 0 0 0 1],1,1
37,37,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
38,38,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
39,39,[0 1 0 0 0 0 0 0 1 0 1 0],3,1
40,40,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
41,41,[1 0 0 0 0 0 1 0 0 0 1 1],1,1
42,42,[1 1 0 0 0 0 0 0 0 1 0 0],1,1
43,43,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
44,44,[1 0 1 0 0 0 1 0 0 0 1 1],1,1
45,45,[1 0 0 0 0 0 1 0 0 0 0 0],1,1
46,46,[1 1 0 0 0 0 1 0 1 0 1 0],1,1
47,47,[0 1 1 0 0 1 1 0 0 0 0 0],1,1
48,48,[0 1 1 0 0 0 0 0 0 1 0 0],1,1
49,49,[1 1 0 0 0 0 1 0 0 0 0 0],3,1
50,50,[0 1 0 0 0 0 0 0 1 0 1 0],3,1
