,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
1,1,[0 1 0 0 0 0 0 0 0 0 0 0],3,1
2,2,[1 0 0 0 0 0 0 0 1 0 1 0],1,1
3,3,[1 0 0 0 0 0 0 1 0 0 0 0],1,1
4,4,[1 0 0 0 0 0 1 0 0 0 1 0],1,1
5,5,[1 1 0 0 0 0 0 0 0 0 0 0],3,1
6,6,[0 0 0 0 0 0 1 0 1 0 1 0],3,1
7,7,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
8,8,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
9,9,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
10,10,[1 1 1 0 0 0 0 0 0 0 0 0],1,1
11,11,[0 1 0 0 0 0 1 0 1 0 1 0],3,1
12,12,[0 0 0 0 0 0 0 0 0 0 0 0],2,3
13,13,[1 0 1 0 0 0 0 0 0 0 0 0],1,1
14,14,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
15,15,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
16,16,[1 1 1 0 0 0 0 0 0 0 1 0],1,1
17,17,[0 0 0 0 0 0 1 0 0 0 0 0],1,3
18,18,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
19,19,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
20,20,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
21,21,[0 0 1 0 0 0 0 0 0 0 0 0],1,1
22,22,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
23,23,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
24,24,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
25,25,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
26,26,[0 0 0 0 0 0 1 0 0 0 0 0],3,3
27,27,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
28,28,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
29,29,[1 1 1 1 0 1 1 1 0 0 1 1],1,1
30,30,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
31,31,[0 1 0 0 0 0 1 0 0 1 1 0],1,1
32,32,[0 1 0 0 0 0 1 1 1 0 0 0],1,1
33,33,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
34,34,[0 0 0 1 0 0 0 0 0 0 1 0],1,1
35,35,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
36,36,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
37,37,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
38,38,[1 0 0 0 0 0 1 0 0 0 0 0],1,1
39,39,[0 1 1 0 0 0 0 0 0 0 0 0],1,1
40,40,[1 1 0 0 0 0 1 0 1 0 1 0],1,1
41,41,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
42,42,[1 1 1 1 1 1 0 0 0 0 0 1],0,1
43,43,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
44,44,[1 1 0 0 0 0 1 1 0 1 1 1],1,1
45,45,[1 0 1 0 0 0 1 0 0 0 1 1],1,1
46,46,[1 0 0 0 0 0 1 0 1 0 1 0],1,1
47,47,[1 1 0 0 0 0 1 0 0 0 1 0],1,1
48,48,[1 1 1 0 0 0 0 0 1 0 1 0],1,1
49,49,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
50,50,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
