,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[0 1 0 0 0 0 0 0 1 0 1 0],4,2
1,1,[1 1 0 0 0 0 0 0 1 0 1 0],2,2
2,2,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
3,3,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
4,4,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
5,5,[1 1 0 0 0 0 0 0 1 0 0 0],2,2
6,6,[0 0 1 0 0 0 1 0 0 0 1 0],2,2
7,7,[1 0 0 0 0 0 1 0 0 0 1 1],2,2
8,8,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
9,9,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
10,10,[0 1 0 0 0 0 0 0 0 1 0 0],2,2
11,11,[1 1 0 0 0 0 1 0 0 0 1 0],2,2
12,12,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
13,13,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
14,14,[0 0 0 0 0 0 1 0 0 0 0 0],4,2
15,15,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
16,16,[0 1 0 0 0 0 1 0 1 0 1 0],2,4
17,17,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
18,18,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
19,19,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
20,20,[1 0 0 0 0 0 0 0 1 0 1 1],2,2
21,21,[0 0 1 0 1 1 1 0 0 1 0 1],2,2
22,22,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
23,23,[0 1 0 0 0 0 1 0 0 1 0 0],4,2
24,24,[0 0 0 0 0 0 1 0 0 0 1 0],4,2
25,25,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
26,26,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
27,27,[0 1 0 0 0 0 0 0 1 0 0 0],2,2
28,28,[1 1 0 0 0 0 1 0 1 0 1 0],2,2
29,29,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
30,30,[0 1 0 0 0 0 1 1 1 0 0 0],2,2
31,31,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
32,32,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
33,33,[0 1 1 0 0 0 0 0 0 0 0 0],2,2
34,34,[0 0 0 0 0 0 1 0 0 0 0 0],2,2
35,35,[1 0 0 0 0 0 0 0 0 1 0 0],2,2
36,36,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
37,37,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
38,38,[1 1 0 0 0 0 1 0 1 0 1 0],2,2
39,39,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
40,40,[0 0 0 0 0 0 0 0 0 0 0 0],2,4
41,41,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
42,42,[1 1 0 0 0 0 0 0 0 0 0 0],4,2
43,43,[0 0 0 0 0 0 1 0 0 0 0 0],4,2
44,44,[0 0 0 0 0 0 0 0 0 0 0 0],2,4
45,45,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
46,46,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
47,47,[0 1 1 0 0 0 0 0 1 0 0 0],2,2
48,48,[1 0 0 0 0 0 1 0 1 0 1 1],2,2
49,49,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
50,50,[0 0 0 0 0 0 1 0 0 0 0 0],2,2
