,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[0 0 1 0 0 0 0 0 0 0 0 0],1,1
1,1,[0 0 1 0 0 0 0 0 0 0 0 0],1,1
2,2,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
3,3,[0 1 0 0 0 0 0 0 0 1 0 0],1,1
4,4,[0 0 1 0 0 0 0 0 0 0 0 1],1,1
5,5,[1 1 0 0 0 0 1 0 1 1 1 0],1,1
6,6,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
7,7,[0 1 0 0 0 0 0 0 0 0 0 0],3,1
8,8,[1 1 0 0 0 0 0 0 1 1 1 0],1,1
9,9,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
10,10,[1 1 0 0 0 0 1 1 0 1 1 1],1,1
11,11,[1 0 0 0 0 0 0 0 0 0 1 0],1,1
12,12,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
13,13,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
14,14,[1 0 0 0 0 0 0 0 1 0 1 0],1,1
15,15,[0 1 0 0 0 0 1 0 0 1 0 0],3,1
16,16,[0 0 0 0 0 0 0 0 0 0 0 0],2,3
17,17,[1 1 0 0 0 0 1 0 0 0 0 0],1,1
18,18,[1 1 1 0 0 0 0 0 0 0 1 0],1,1
19,19,[1 0 1 0 0 0 1 0 0 0 1 1],1,1
20,20,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
21,21,[0 0 1 0 0 0 0 0 0 0 0 0],1,1
22,22,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
23,23,[0 0 0 0 0 0 1 0 1 0 1 0],1,1
24,24,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
25,25,[0 0 0 0 0 0 1 0 1 0 1 0],3,1
26,26,[1 0 0 0 0 0 0 0 0 0 0 0],3,1
27,27,[0 0 0 1 0 0 0 0 0 0 1 0],1,1
28,28,[0 0 0 0 0 0 1 0 0 0 0 0],1,3
29,29,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
30,30,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
31,31,[1 0 0 0 0 0 0 0 0 0 0 0],1,1
32,32,[1 1 1 0 0 0 0 0 1 0 1 0],1,1
33,33,[0 1 0 0 0 0 0 0 1 0 1 0],1,3
34,34,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
35,35,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
36,36,[1 0 0 0 0 0 1 0 1 1 1 0],1,1
37,37,[0 1 0 0 0 0 0 0 1 0 0 0],1,1
38,38,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
39,39,[1 1 0 0 0 0 0 0 0 0 0 0],3,1
40,40,[0 0 0 0 0 0 0 0 0 0 0 0],2,3
41,41,[1 0 0 0 0 0 1 0 0 0 0 0],1,1
42,42,[0 0 0 0 0 0 0 0 0 0 0 0],3,3
43,43,[0 0 0 0 0 0 0 0 0 1 0 0],3,3
44,44,[1 0 0 0 0 0 0 1 0 0 0 0],1,1
45,45,[1 1 0 0 0 0 0 0 0 0 0 0],1,1
46,46,[1 1 1 0 0 0 0 0 0 0 0 0],1,1
47,47,[0 1 0 0 0 0 0 0 0 0 0 0],1,1
48,48,[1 1 0 0 0 0 1 0 0 1 0 0],1,1
49,49,[1 1 1 1 1 1 0 0 0 0 0 1],0,1
50,50,[0 0 0 1 0 0 0 0 0 0 0 0],1,3
