,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
1,1,[0 1 0 0 0 0 0 0 0 1 0 0],2,2
2,2,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
3,3,[0 1 0 0 0 0 0 0 1 0 0 0],2,2
4,4,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
5,5,[1 1 0 0 0 0 0 0 1 1 1 0],2,2
6,6,[0 0 0 1 0 1 0 0 0 0 0 0],2,2
7,7,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
8,8,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
9,9,[0 0 0 0 0 0 0 0 0 0 0 0],4,2
10,10,[0 0 1 1 0 1 0 0 0 0 0 1],2,3
11,11,[0 1 0 0 0 0 1 0 1 0 1 0],2,4
12,12,[0 1 0 0 0 0 0 0 0 0 0 0],4,2
13,13,[0 1 0 0 0 0 0 0 0 0 0 0],4,2
14,14,[1 0 1 0 0 0 1 0 0 0 1 1],2,2
15,15,[0 0 0 0 0 0 0 0 0 0 0 0],4,2
16,16,[0 0 1 0 0 0 0 0 0 0 0 1],2,2
17,17,[0 1 0 0 0 0 1 0 1 0 1 0],4,4
18,18,[1 1 1 0 0 0 0 0 1 0 1 0],2,2
19,19,[1 0 0 0 0 0 0 1 0 0 0 0],2,2
20,20,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
21,21,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
22,22,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
23,23,[0 0 0 0 0 0 0 0 0 0 0 0],4,2
24,24,[0 1 0 0 0 0 1 1 1 1 1 0],2,2
25,25,[0 0 0 0 0 0 0 0 0 0 0 0],4,2
26,26,[0 0 0 0 0 0 0 0 0 0 0 0],4,2
27,27,[0 0 1 0 0 0 1 0 0 0 1 0],2,2
28,28,[1 0 0 0 0 0 0 0 1 0 1 0],2,4
29,29,[0 1 0 0 0 0 1 0 0 1 0 0],4,2
30,30,[1 0 0 0 0 0 0 0 0 0 1 0],2,2
31,31,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
32,32,[0 1 0 0 0 0 1 0 0 1 1 0],2,2
33,33,[0 0 0 0 0 0 1 0 0 1 0 0],4,2
34,34,[0 1 1 0 0 0 0 0 0 0 0 0],2,2
35,35,[1 1 0 0 0 0 0 0 0 1 0 0],2,2
36,36,[1 1 1 0 0 0 0 0 0 0 0 0],2,2
37,37,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
38,38,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
39,39,[1 0 0 0 0 0 0 0 0 0 1 0],2,2
40,40,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
41,41,[1 0 0 0 0 0 1 0 1 1 1 0],2,2
42,42,[0 0 0 0 0 0 1 0 0 0 0 0],4,2
43,43,[0 0 0 0 0 0 1 0 0 0 0 0],2,2
44,44,[1 1 1 0 0 0 0 1 0 1 0 0],2,2
45,45,[1 1 0 0 0 0 0 0 1 1 1 0],2,2
46,46,[0 0 0 0 0 0 1 0 0 0 0 0],2,2
47,47,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
48,48,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
49,49,[0 0 0 0 0 0 1 0 1 0 1 0],2,4
50,50,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
