,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
1,1,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
2,2,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
3,3,[0 0 0 0 0 0 1 0 0 0 0 0],4,2
4,4,[0 0 0 0 0 0 1 0 0 0 0 0],4,2
5,5,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
6,6,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
7,7,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
8,8,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
9,9,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
10,10,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
11,11,[1 1 0 0 0 0 1 0 1 1 1 0],2,2
12,12,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
13,13,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
14,14,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
15,15,[0 1 0 0 0 0 1 0 1 0 1 0],2,2
16,16,[0 0 0 0 0 0 1 0 0 0 0 0],4,2
17,17,[1 0 0 0 0 0 0 0 1 0 1 1],2,2
18,18,[1 0 0 0 0 0 0 0 0 1 0 0],2,2
19,19,[1 0 0 0 0 0 0 1 0 0 0 0],2,2
20,20,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
21,21,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
22,22,[1 1 1 1 1 1 0 0 0 0 0 1],1,2
23,23,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
24,24,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
25,25,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
26,26,[1 1 0 0 0 0 0 0 1 1 1 0],2,2
27,27,[0 0 0 0 0 0 1 0 1 0 1 0],2,2
28,28,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
29,29,[0 1 1 0 0 0 0 0 0 1 0 0],2,2
30,30,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
31,31,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
32,32,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
33,33,[0 0 0 0 0 0 1 0 1 0 1 0],4,2
34,34,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
35,35,[0 1 0 0 0 0 0 0 1 0 1 0],2,4
36,36,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
37,37,[1 0 0 0 0 0 1 0 1 0 1 1],2,2
38,38,[1 1 1 0 0 0 0 0 1 0 1 0],2,2
39,39,[0 0 0 1 0 1 0 0 0 0 0 0],2,2
40,40,[1 0 1 0 0 0 1 0 0 0 1 1],2,2
41,41,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
42,42,[0 0 0 1 0 0 0 0 0 0 1 0],2,4
43,43,[0 1 0 0 0 0 1 1 1 1 1 0],2,2
44,44,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
45,45,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
46,46,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
47,47,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
48,48,[0 0 1 0 0 0 0 0 0 0 0 1],2,2
49,49,[1 1 0 0 0 0 0 0 1 1 1 0],2,2
50,50,[0 1 0 0 0 0 0 0 0 1 0 0],2,2
