,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
1,1,[0 1 1 0 0 0 0 0 0 0 0 0],2,2
2,2,[0 0 0 0 0 0 1 0 0 0 0 0],2,4
3,3,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
4,4,[1 0 1 0 0 0 0 0 0 0 0 0],2,2
5,5,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
6,6,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
7,7,[1 0 0 0 0 0 0 0 1 0 1 0],2,2
8,8,[0 1 0 0 0 0 1 0 0 0 1 0],2,2
9,9,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
10,10,[0 1 0 0 0 0 1 0 1 0 1 0],4,2
11,11,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
12,12,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
13,13,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
14,14,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
15,15,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
16,16,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
17,17,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
18,18,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
19,19,[0 1 0 0 0 0 0 0 1 0 1 0],4,2
20,20,[0 0 1 0 0 0 1 0 0 0 1 0],2,2
21,21,[1 0 0 0 0 0 0 0 1 0 0 0],4,2
22,22,[1 0 0 0 0 0 0 0 0 1 0 0],2,2
23,23,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
24,24,[0 0 1 1 0 1 0 0 0 0 0 1],2,2
25,25,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
26,26,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
27,27,[1 0 0 0 0 0 1 0 0 0 1 1],2,2
28,28,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
29,29,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
30,30,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
31,31,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
32,32,[0 1 0 0 0 0 1 0 1 0 1 0],2,2
33,33,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
34,34,[0 0 0 0 0 0 1 0 0 1 0 0],4,2
35,35,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
36,36,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
37,37,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
38,38,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
39,39,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
40,40,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
41,41,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
42,42,[0 0 0 0 0 0 0 0 1 0 0 0],2,4
43,43,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
44,44,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
45,45,[1 0 1 0 0 0 1 0 0 0 1 1],2,2
46,46,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
47,47,[0 1 0 0 0 0 0 0 0 0 0 0],4,2
48,48,[0 0 0 0 0 0 0 0 0 0 0 0],2,4
49,49,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
50,50,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
