,index,Alignment_Factor,Alignment,predicted_Alignment
0,0,[1 1 0 0 0 0 1 0 1 1 1 0],2,2
1,1,[0 1 0 0 0 0 1 1 1 1 1 0],2,2
2,2,[1 0 0 0 0 0 0 0 0 0 1 0],2,2
3,3,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
4,4,[1 1 0 0 0 0 1 0 1 0 1 0],2,2
5,5,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
6,6,[0 0 0 0 0 0 1 0 0 0 1 0],2,4
7,7,[0 1 1 0 0 0 0 0 1 0 0 0],2,2
8,8,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
9,9,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
10,10,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
11,11,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
12,12,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
13,13,[1 1 1 1 0 1 1 1 0 0 1 1],2,2
14,14,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
15,15,[1 0 0 0 0 0 1 0 0 0 1 0],2,2
16,16,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
17,17,[0 1 0 0 0 0 0 0 0 0 0 0],2,2
18,18,[0 0 1 0 0 0 0 0 0 0 0 0],2,2
19,19,[1 0 0 0 0 0 0 0 0 0 0 0],2,2
20,20,[0 1 0 0 0 0 0 0 0 1 0 0],2,2
21,21,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
22,22,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
23,23,[1 0 0 0 0 0 0 0 0 0 1 0],2,2
24,24,[0 0 0 0 0 0 1 0 0 0 0 0],2,4
25,25,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
26,26,[0 0 0 0 0 0 1 0 1 0 1 0],2,4
27,27,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
28,28,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
29,29,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
30,30,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
31,31,[0 0 0 0 0 0 1 0 0 1 0 0],2,2
32,32,[0 0 0 1 0 0 0 0 0 0 0 0],2,4
33,33,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
34,34,[1 0 0 0 0 0 0 0 0 0 0 0],4,2
35,35,[1 0 0 0 0 0 0 1 0 0 0 0],2,2
36,36,[1 0 0 0 0 0 0 0 1 0 1 0],2,2
37,37,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
38,38,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
39,39,[1 1 0 0 0 0 0 0 0 0 0 0],2,2
40,40,[1 0 0 0 0 0 1 0 0 0 0 0],2,2
41,41,[0 0 0 0 0 0 0 0 0 0 0 0],4,4
42,42,[1 0 0 0 0 0 1 0 1 1 1 0],2,2
43,43,[0 1 0 0 0 0 0 0 1 0 1 0],4,2
44,44,[1 1 0 0 0 0 1 0 0 0 0 0],2,2
45,45,[0 0 0 0 0 0 0 0 1 0 0 0],2,4
46,46,[0 1 0 0 0 0 1 0 0 1 0 0],4,2
47,47,[1 1 0 0 0 0 0 0 0 0 1 0],2,2
48,48,[1 1 0 0 0 0 1 0 0 1 0 0],2,2
49,49,[0 0 0 0 0 0 0 0 0 0 0 0],3,4
50,50,[1 1 0 0 0 0 0 0 1 0 1 0],2,2
